skills_normalized_2
"['Java 11', 'boot', 'Spring', 'Spring Boot', 'Java', 'java 11+']"
['Информационные системы']
"['Node.js', 'API', 'Backend', 'Python', 'Telegram', 'данных']"
['Java']
"['API', 'знание', 'boot', 'REST', 'Spring', 'Backend', 'Spring Boot', 'REST API', 'Java']"
"['JavaScript', 'Vue.js', 'знание', 'PHP', 'СУБД', 'ClickHouse', 'Web', 'MySQL', 'Laravel']"
"['ЦФТ', 'банк', 'ЦФТ-Банк', 'АБС']"
"['TCP', 'UDP', 'знание']"
['инженер']
"['данных', 'claude', 'Backend', 'Базы данных', 'Vercel', 'Make', 'Figma', 'Frontend', 'Cursor']"
"['.NET', 'it', 'Vue.js', 'JavaScript', 'C', 'MS SQL', 'C#', 'SQL']"
['1С']
"['Linux', 'знание', 'уверенное владение', 'Go', 'архитектуры', 'GOlang']"
['Ответственность']
"['Linux', 'Алгоритмы и структуры данных', 'MobX', 'классические алгоритмы', 'React', 'Docker', 'SQL', 'алгоритмы', 'структуры данных', 'данных']"
""
"['deep', 'Python', 'Deep Learning', 'PyTorch']"
"['Kotlin', 'Java 11', 'опыт программирования', 'Java', 'java 11+']"
"['Интеграция 1С', 'Интеграция', 'Web/HTTP', 'http-сервисы', '1С', 'сервисы', 'Web', 'HTTP', 'данных']"
"['документации', 'Joomla', 'умение разбираться в чужом коде', 'понимание', 'MVC']"
"['уверенное владение', '1С']"
""
"['1С-Битрикс', 'PHP 7.4', 'PHP', '1С', 'Битрикс', 'PHP 7.4+']"
"['HTML5', 'знание', 'CSS3', 'Vuex', 'Frontend', 'LESS', 'SCSS']"
"['PostgreSQL', 'BI', 'SQL', 'данных']"
"['предприятие', '1С', '1С:Предприятие', 'знание']"
"['документации', 'знание']"
""
"['Linux', 'C', 'знание', 'Ethernet', 'UDP', 'TCP', 'ip', 'понимание']"
"['VBScript', 'системного', 'PowerShell', 'знание']"
""
"['Vue.js', 'Framework', 'PHP', 'знание', 'Bitrix Framework']"
""
"['знание', 'Разработка', 'SQL', 'Java Core', 'Java', 'core']"
""
"['Go', 'Ответственность', 'технологии']"
"['C++', 'знание']"
"['platform', 'знание']"
"['Git', 'понимание']"
"['Python', 'тесты']"
"['Framework', 'Linux', 'Hibernate', 'Spring', 'PostgreSQL']"
"['Lucene', 'boot', 'Security', 'Spring', 'поисковый движок', 'Java', 'Apache', 'undertow', 'MVC']"
['знание']
[]
"['Django', 'JavaScript', 'знание', 'full', 'Backend', 'TypeScript', 'Python', 'Stack', 'Frontend']"
"['Python', 'Git']"
"['Медиа', 'Wordpress', 'FFmpeg', 'CDN']"
"['другие', 'unreal', 'код', 'Unity']"
"['AI', 'документации', 'знание']"
"['Asyncio', 'FastAPI', 'Backend', 'Python', 'PostgreSQL']"
""
['понимание']
['знание']
"['BEM', 'JavaScript', 'HTML5', 'PHP', 'знание', 'CSS3', 'php 8+', 'уверенное владение', 'PHP 8', 'Laravel', 'SCSS']"
""
['знание']
"['MySQL', 'Bitrix Framework', 'Framework', 'PHP']"
"['JMS', 'EE', 'Java EE', 'Java', 'понимание', 'JPA']"
"['API', 'сэд', 'BPM', 'знание', 'REST', 'ecm', 'REST API', 'SOAP', 'архитектуры', 'Docsvision', 'понимание']"
"['JavaScript', 'PHP', 'CMS', 'Backend', 'CSS', 'Python', 'HTML']"
['Go']
"['предприятие', '1С']"
"['MySQL', 'PHP 7.4', 'PHP']"
""
"['типовые конфигурации', '1С:Предприятие 8.3', 'СКД', 'предприятие', '1С', '1С:Предприятие', 'Конфигурации', 'система компоновки данных', 'данных']"
"['предприятие 8', 'Разработка', '1С:Предприятие 8', 'предприятие', '1С', '1С:Предприятие', 'опыт программирования']"
"['Microsoft', 'знание', 'office']"
"['Go', 'Kubectl', 'понимание']"
""
"['Next.js', 'JavaScript', 'HTML5', 'CSS3', 'TypeScript', 'понимание']"
"['.NET', 'C', 'C#', 'уверенное владение', 'данных']"
"['claude', 'code']"
"['aiohttp', 'Asyncio', 'Python', 'C++', 'понимание']"
""
"['C', 'Kotlin', 'Objective-C', 'Java', 'понимание', 'Swift']"
"['знание', '1С', '1С:Бухгалтерия 3.0', 'бухгалтерия', '1С:Бухгалтерия']"
"['знание', '1С', 'SQL', 'среды']"
"['Doctrine', 'RabbitMQ', 'PHP', 'знание', 'Go', 'Symfony', 'gRPC']"
"['Backend', 'понимание', 'Java', 'SOLID']"
"['Kotlin', 'знание', 'Fullstack', 'IOS', 'Android', 'Swift']"
"['данных', 'C']"
['Git']
""
"['Поддержка', 'dags', 'знание', 'Python', 'Apache AirFlow', 'Проектирование', 'Apache', 'оптимизация']"
"['PHP', 'знание', 'Ajax', 'CSS', 'код', 'MySQL', 'Laravel', 'JQuery', 'PHP (Laravel)']"
"['aiohttp', 'Django', 'FastAPI', 'Python']"
"['Asyncio', 'Multiprocessing', 'multithreading', 'Python', 'SQL', 'понимание']"
"['PHP', 'знание', 'опыт проектирования', 'MySQL', 'SOLID']"
"['OOP', 'знание', 'PHP', 'Symfony', 'понимание']"
"['1С:БГУ', '1С', '1С:ДГУ', 'знание']"
"['1С-Битрикс', 'JavaScript', 'PHP', 'знание', 'CSS', 'уверенное владение', '1С', 'SQL', 'Битрикс', 'HTML']"
"['PHP', 'REST', 'Backend', 'lifecycle', 'понимание', 'архитектуры', 'Laravel', 'HTTP', 'PHP (Laravel)']"
"['Blazor', 'ssas', 'OLAP', 'C', 'SSRS', 'C#', 'BI', 'ASP.NET']"
"['Swagger', 'MariaDB', 'PHP', 'знание', 'Postman', 'Symfony']"
"['Django', 'FastAPI', 'знание', 'REST', 'Flask', 'Backend', 'Python', 'gRPC']"
['Конфигурации']
"['oauth2', 'JWT', 'API', 'React']"
"['Python', 'стек технологий', 'SQL', 'понимание']"
"['Data', 'boot', 'Spring', 'Java 17', 'Java 17+', 'JPA', 'Java', 'core', 'MVC']"
"['Node.js', 'PHP', 'знание', 'Python', 'Go', 'архитектуры', 'Java', 'понимание']"
""
""
"['YT', 'Legacy', 'pg', 'данных']"
['Поддержка']
"['компоненты', 'Java', 'PHP']"
[]
"['Linux', 'Kubernetes', 'jetstream', 'Программирование', 'TCP/IP', 'ip', 'Docker', 'GOlang', 'TCP', 'сетевое', 'NATS', 'gRPC']"
"['C', 'Python', 'Go', 'код', 'C++', 'C/C++']"
"['Linux', 'Git', 'архитектура', 'Clang', 'STL', 'toolchain', 'CMake']"
"['TypeScript', 'React', 'знание']"
"['IDE', 'Verilog', 'знание']"
"['C', 'знание', 'C++', 'C/C++', 'понимание']"
""
"['умение разбираться в чужом коде', 'Angular', 'код']"
"['API', 'REST', 'UI', 'REST API', 'View']"
"['arenadatadb', 'СУБД', 'PostgreSQL', 'SQL', 'оптимизация']"
"['Java 8', 'API', 'boot', 'Spring', 'java 8-17', 'Java', 'Web', 'Stream API']"
"['производство', 'Ответственность']"
"['предприятие', '1С', '1С:Предприятие 8.3', '1С:Предприятие']"
['АСУ ТП']
""
"['PHP', 'знание', 'ORM', 'PHP 8', 'Laravel']"
""
"['ETL', 'DWH', 'понимание', 'данных']"
"['системы контроля', 'знание', 'SQL', 'понимание', 'данных']"
"['Digital', 'знание', 'PR', 'среды']"
['Android']
"['регламентированный учет', 'Казначейство', 'бухгалтерия']"
"['Node.js', 'OAuth', 'JavaScript', 'API', 'знание', 'REST', 'Webhooks', 'Python']"
"['SDK', 'API', 'знание', 'Kotlin', 'REST', 'REST API', 'Android SDK', 'Android', 'понимание', 'данных']"
"['.NET', 'Garbage Collector', 'Многопоточность', 'Git', 'GitLab', 'СУБД', 'производительности', 'уверенное владение', 'core', '.NET Core', 'оптимизация']"
"['1С', 'конфигурирование', 'ERP', 'Программирование']"
"['Go', 'Linux', 'код']"
""
"['PHP', 'знание', 'Разработка', 'CMS', 'верстка', 'front', 'back', 'ModX', 'Адаптивная верстка']"
"['контейнеры', 'STL', 'Многопоточность', 'знание']"
"['1С', 'Документооборот', 'опыт оптимизации запросов']"
"['MATLAB', 'C', 'знание', 'опыт программирования', 'микропроцессоров']"
"['знание', 'Разработка', 'архитектуры', 'Java', 'понимание']"
"['HTML5', 'JavaScript', 'PHP', 'CSS3', 'знание', 'CMS', 'CMS Modx', 'ModX']"
"['1С', 'технологии', 'понимание']"
""
"['знание', 'Документооборот', 'ERP', '1С', '1С 8.3']"
"['Python', 'Go']"
"['element', 'store']"
"['Django', 'Vue.js', 'FastAPI', 'Flask', 'Nuxt3']"
"['Транзакции', 'понимание', 'CQRS']"
"['Next.js', 'JavaScript', 'знание', 'React']"
"['1С', 'Документооборот', '1С:Документооборот', 'знание']"
"['Next.js', 'SSG', 'app', 'React', 'Router', 'технологии', 'SSR', 'понимание']"
"['понимание', 'SQL']"
"['API', 'C', 'знание', 'Git', 'C#', 'Revit']"
"['данных', 'знание']"
"['Английский язык', 'API']"
"['1С', 'знание']"
"['Flutter', 'Платежные системы', 'E-commerce', 'commerce']"
"['уверенное владение', 'Yii2', 'PHP']"
"['ERP', '1С', '1С 8', 'опыт программирования', '1С:ERP', 'понимание']"
"['знание', 'CAD', 'SolidWorks', 'понимание']"
""
"['Коммуникабельность', 'знание', 'Стрессоустойчивость', 'UI', 'UI/UX', 'юзабилити', 'SQL', 'Проактивность', 'UX', 'понимание']"
""
"['JavaScript', 'API', 'TypeScript', 'Python', 'понимание']"
['знание']
"['опыт внедрения', 'процессы', 'код', 'бизнес', 'Бизнес-процессы']"
['безопасность']
"['Python', 'паттерны', 'code', 'знание']"
"['OAuth', 'API', 'REST', 'REST API', 'Backend', 'Webhooks', 'архитектуры', 'SQL', 'Frontend', 'понимание']"
"['C', 'знание', 'Go', 'Assembler', 'Rust', 'понимание']"
"['Node.js', 'Unix', 'JSON', 'Shell', 'Python', 'SQL', 'Bash', 'XML']"
"['предприятие', '1С', '1С:Предприятие']"
""
"['HTML', 'JavaScript', 'PHP', 'знание', 'CSS', 'Битрикс', 'MySQL']"
"['Node.js', 'API', 'Kotlin', 'знание', 'Java 11', 'REST', 'Документирование', 'REST API', 'TypeScript', 'Java', 'java 11+']"
"['React Native', 'знание', 'Native', 'React', 'документации']"
"['технологии', 'знание']"
"['Go', 'GOlang', 'библиотеки']"
"['Django', 'Flask', 'Python', 'Kafka', 'понимание']"
"['aiohttp', 'Asyncio', 'FastAPI', 'Python', 'SQLAlchemy', 'понимание']"
"['Framework Core', 'C#', 'Consul', '.NET', '.NET 6', 'Entity Framework Core', 'C', 'Data', 'Entity Framework', 'Framework', '.NET Core', 'infrastructure', 'Microservices', 'REST', 'Backend', 'PostgreSQL', 'Linq2DB', 'core']"
"['engine', 'unreal', 'C++']"
""
"['b2b', 'enterprise', 'React']"
"['мэк', 'знание', 'мэк 61131', 'modbus']"
"['PHP', 'php 8+', 'Compose', 'опыт написания тестов', 'очереди', 'PostgreSQL', 'Docker', 'PHP 8', 'Laravel 8', 'MySQL', 'Laravel']"
"['Python', 'понимание', 'данных', 'знание']"
"['знание', 'STL', 'C++', 'понимание', 'данных']"
"['БП', 'знание', 'СКД', 'КА', 'ERP']"
"['iec', 'ST', 'знание']"
['Анализ']
"['понимание', 'архитектуры', 'Android', 'компоненты']"
['QA']
"['предприятие', '1С', '1С:Предприятие 8.3', '1С:Предприятие']"
""
"['Kotlin', 'Git', 'React', 'PostgreSQL', 'Java']"
"['lightning', 'torch', 'Python', 'уверенное владение', 'ray', 'PyTorch', 'CUDA']"
"['.NET', 'понимание', 'ASP.NET']"
"['Проактивность', 'знание']"
"['Laravel', 'PHP', 'PostgreSQL', 'знание']"
"['API', 'Framework', 'C', 'Entity Framework', 'знание', 'Разработка', 'REST', 'REST API', 'C#', 'TypeScript', 'уверенное владение', 'понимание']"
"['C', 'знание', 'QT', 'C++', 'C/C++', 'понимание', 'данных']"
"['управление', 'опыт программирования', 'знание']"
""
['знание']
"['Django', 'Асинхронное программирование', 'Программирование', 'знание', 'RabbitMQ', 'Git', 'Python', 'уверенное владение', 'PostgreSQL', 'Kafka']"
"['Node.js', 'PHP', 'Git', 'React']"
"['АСУ ТП', 'знание']"
"['1С', 'знание']"
""
"['Хранимые процедуры', 'Оптимизация запросов', 'уверенное владение', 'SQL', 'оптимизация']"
"['технологии', 'Информационные технологии']"
"['предприятие', '1С', '1С:Предприятие', 'знание']"
"['опыт написания тестов', 'уверенное владение', 'Vue.js', 'JavaScript']"
"['1С', 'ЗУП 2.5']"
"['1С:Предприятие 8.3', 'знание', 'предприятие', '1С', '1С:Предприятие']"
"['Scrum', 'Kanban', 'Agile', 'Python', 'методологии']"
"['C', 'PHP', 'CSS3', 'понимание концепции', 'MySQL', 'Bootstrap', 'JQuery', 'понимание']"
"['HTTP', 'архитектуры', 'понимание']"
"['Английский язык', 'опыт программирования']"
"['знание', 'PHP', 'php 8+', 'PHP 8', 'MySQL']"
"['Git', 'nix', 'PostgreSQL', 'Docker', 'GOlang', 'Kafka']"
"['подбор', 'понимание']"
"['Django', 'знание', 'FastAPI', 'Flask', 'Python']"
"['Pl/SQL', 'Crystal Reports', 'знание', 'Коммуникабельность', 'Парус 8', 'Стрессоустойчивость', 'парус', 'pl', 'пп парус', 'SQL', 'reports']"
"['Django', 'FastAPI', 'boot', 'Spring', 'Spring Boot', 'Python', 'Go', 'Java']"
['Node.js']
"['IOS', 'Swift']"
"['знание', 'Kotlin', 'boot', 'Spring', 'Spring Boot', 'Java', 'данных']"
"['бизнес', 'Проактивность']"
"['ERP', '1С', '1С:ERP']"
"['Python', 'Django', 'FastAPI']"
['знание']
"['знание', 'React']"
['понимание']
['знание']
""
"['T-SQL', '.NET', 'C', 'C#', 'SQL', 'core', '.NET Core']"
"['GraphQL', 'API', 'данных', 'TypeScript']"
"['технологии', 'понимание процессов', 'понимание', 'знание']"
"['ERP', '1С', '1С:ERP', 'знание']"
"['знание', 'Kotlin', 'boot', 'Security', 'Spring', 'Spring Boot', 'Spring Security', 'Java', 'Spring boot 3']"
[]
""
['Fullstack']
"['уверенное владение', 'понимание', 'данных', 'C++']"
""
[]
['it']
"['engine', 'API', 'знание', 'Vulkan', 'Lumen', 'material', 'Unreal Engine 5', 'Graph', 'unreal', 'DirectX']"
"['Linux', 'FastAPI', 'Git', 'REST API', 'Docker', 'Stack', 'Redis', 'OpenAPI', 'API', 'Docker Compose', 'python 3.10', 'Async', 'Pydantic', 'aiohttp', 'REST', 'Compose', 'Python', 'Asyncio', 'PostgreSQL']"
"['MongoDB', 'Nuxt 2', 'aggregate', 'TypeScript', 'Vue 2']"
"['Go', 'код']"
"['PHP', 'Symfony', 'знание']"
"['Django', 'FastAPI', 'знание', 'ORM', 'Flask', 'Оптимизация запросов', 'SQL', 'Django ORM', 'HTTP', 'оптимизация', 'понимание']"
"['знание', 'JavaScript', 'Hooks', 'React']"
"['it', 'Node.js', 'GraphQL', 'REST', 'analyst', 'Backend', 'TypeScript', 'уверенное владение']"
"['менторство', 'рекомендации', 'сопровождение']"
"['Linux', 'знание', 'C', 'ARM', 'embedded', 'архитектуры', 'C++', 'C/C++']"
['понимание']
"['1С', 'Коммуникабельность', 'знание']"
['id']
"['Java SE', 'SE', 'Java', 'знание']"
"['Roblox', 'script', 'DataStore', 'сервер', 'понимание']"
"['1С', 'КА', 'БП', 'ERP']"
"['ETL', 'архитектуры', 'DWH', 'данных']"
""
"['знание', 'MS SQL', 'MS SQL Server', 'BI', 'SQL', 'SQL Server', 'Power BI', 'данных']"
"['опыт программирования', 'понимание', 'CoDeSys']"
"['VHDL', 'Verilog', 'знание']"
"['engine', 'знание', 'Unreal Engine 5', 'архитектуры', 'unreal', 'C++']"
"['предприятие 8', '1С:Предприятие 8', 'предприятие', '1С', '1С:Предприятие']"
""
"['PHP', 'знание', 'уверенное владение', 'MySQL', 'Symfony']"
"['опыт программирования', 'Linux']"
"['Kotlin', 'знание', 'Kotlin coroutines', 'Coroutines', 'Room']"
['computer science']
['знание']
"['ERP', '1С', '1С:ERP', 'управление', '1С:ERP Управление холдингом']"
"['Collections', 'Java 8', 'Java 8+', 'Java', 'core', 'Core Java', 'понимание']"
"['Linux', 'знание', 'Stm32', 'уверенное владение', 'архитектуры', 'опыт программирования', 'ядра']"
[]
"['знание', 'PHP', 'full', 'Git', 'React', 'Stack', 'SQL', 'Figma', 'NestJS']"
"['Поддержка', 'Next.js', 'React 18', 'Разработка', 'app', 'React', 'React 18+', 'Router']"
""
['s7']
"['производство', 'R&D']"
"['Коммуникабельность', 'Программирование', 'QT', 'C++', 'Обучаемость']"
"['1С', '1С:Комплексная автоматизация', 'автоматизация']"
"['Автоматизация технологических процессов', 'автоматизация']"
"['T-SQL', 'знание', 'Pascal', 'SQL']"
"['Tensorflow', 'PyTorch', 'понимание', 'знание']"
['данных']
"['предприятие', '1С', '1С:Предприятие']"
"['Django', 'знание', 'FastAPI', 'Python', 'PostgreSQL', 'индексы']"
"['MS SQL', 'MS SQL Server', 'SQL', 'SQL Server', 'данных']"
"['Алгоритмы и структуры данных', 'знание', 'алгоритмы', 'Проектирование', 'структуры данных', 'понимание', 'данных']"
"['JavaScript', 'FastAPI', 'TypeScript', 'React', 'Python', 'понимание']"
""
"['T-SQL', 'Информационные технологии', 'знание', 'UI', 'SOAP', 'технологии', 'SQL', 'Java', 'XML']"
"['1С', 'понимание']"
"['архитектуры', 'код']"
['1С']
""
"['Java 8', 'Framework', 'Data', 'API', 'Maven', 'Java 8+', 'boot', 'Hibernate', 'Spring', 'hibernate/jpa', 'REST', 'СУБД', 'REST API', 'Git', 'PostgreSQL', 'Java', 'JPA']"
"['знание', 'PHP', 'MySQL', 'Native', 'HTML']"
['Разработка']
['уверенное владение']
""
"['realtime', 'Разработка', 'UI', 'SwiftUI', 'IOS']"
"['Channels', 'Goroutines', 'Go', 'Context', 'понимание']"
['R&D']
"['знание', 'STL', 'библиотеки', 'C++']"
"['C++', 'CMake', 'Linux', 'знание']"
""
"['C#', 'C', 'знание']"
"['знание', '3d', 'NX']"
"['3d', 'UI', 'lidar']"
"['Swagger', 'CD', 'CI/CD', 'UI', 'Git', 'инструменты', 'Docker', 'асинхронность', 'Jira', 'CI', 'OpenAPI']"
['Fullstack']
"['BI', 'Power BI', 'данных']"
""
""
"['ДО', 'код']"
"['Linux', 'C', 'знание', 'Ethernet', 'UDP', 'TCP', 'ip', 'понимание']"
"['1С', 'Конфигурации']"
"['знание', 'Документооборот', '1С', 'Битрикс', 'бухгалтерия', 'бит']"
"['python 3.10', 'Backend', 'Python', 'код']"
"['API', 'QEMU', 'LibVirt', 'CLI', 'KVM', 'понимание']"
"['Pl/SQL', 'знание', 'TCP/IP', 'SSH', 'pl', 'SQL', 'Java', 'TCP', 'HTTP', 'ip', 'HTTPS']"
"['JSON', 'Framework', 'Kubernetes', 'gRPC', 'REST', 'Hibernate', 'JDBC', 'Spring', 'schema', 'Protobuf', 'JSON Schema', 'PostgreSQL', 'Kafka', 'XSD', 'XML', 'OpenAPI']"
""
"['Рефакторинг', 'код', 'знание']"
['среды']
['опыт программирования']
"['event', 'event-driven']"
"['API', 'PHP', 'знание', 'REST', 'Git', 'REST API', 'PHP 8.1', 'D7', 'Битрикс', 'Redis', 'MySQL', 'агенты', 'SCSS']"
['бизнес']
"['Space', 'anaplan']"
['API']
"['Node.js', 'EC2', 'AWS', 'CloudFront', 'Express.js', 'TCP', 'S3']"
"['кд', '1С']"
"['знание', '1С', 'Конфигурации', '1С:Управление торговлей', 'бухгалтерия', 'управление', '1С:Бухгалтерия', 'управление торговлей']"
"['Play', 'Google Play Console', 'Play console', 'apple', 'Google', 'console', 'connect', 'понимание']"
"['знание', 'Программирование', 'SCADA']"
"['Docker Compose', 'Compose', 'CSS', 'KISS', 'PostgreSQL', 'SQLite', 'Docker', 'Tailwind CSS', 'Web', 'MySQL', 'понимание', 'Tailwind']"
['знание']
"['1С', 'знание']"
"['TypeScript', 'JavaScript', 'React']"
"['Python', 'SQL', 'СУБД']"
"['PHP', 'знание']"
""
"['1С:Предприятие 8.3', 'знание', 'предприятие', '1С', '1С:Предприятие']"
"['предприятие 8', 'знание', 'Документооборот', '1С:Предприятие 8', 'ERP', 'предприятие', '1С', '1С:Предприятие', 'бухгалтерия']"
"['T-SQL', '.NET', 'JavaScript', 'C', 'UML', 'BPMN 2.0', 'C#', 'BPMN', 'SQL', 'BPMsoft', 'процессы', '.net 8']"
"['MATLAB', 'Julia', 'Python', 'C++']"
"['T-SQL', 'C', 'MS SQL', 'СУБД', 'C#', 'SQL', 'понимание']"
"['Linux', 'знание', 'Python', 'Java', 'C++']"
"['Linux', 'знание', 'Разработка', 'GUI', 'СУБД', 'Многопоточность']"
"['ACF', 'Wordpress', 'внимательность']"
"['ETL', 'знание', 'PostgreSQL', 'индексы', 'SQL', 'понимание']"
"['1С', 'опыт программирования']"
"['данных', 'C', 'C#']"
"['Django', 'API', 'знание', 'REST', 'SOAP', 'Webhooks', 'Python']"
""
"['Spring', 'Java 21', 'Java', 'знание']"
['знание']
"['знание', 'STL', 'данных', 'C++']"
"['.NET', 'API', 'C', 'RX', 'Backend', 'C#', 'Directum']"
"['aiohttp', 'Asyncio', 'grpcio', 'faststream', 'Framework', 'FastAPI', 'знание', 'Python', 'Memcache', 'Redis', 'Kafka']"
""
"['Fullstack', 'уверенное владение', 'Rails', 'React']"
['Разработка']
"['Directum', 'документации']"
""
"['1С', '1С 8.3']"
"['JavaScript', 'HTML5', 'знание', 'CSS3', 'TypeScript', 'React', 'Web']"
[]
"['знание', 'TypeScript', 'Solana', 'понимание']"
""
"['net/http', 'GORM', 'VIPER', 'знание', 'REST', 'Mux', 'Python', 'Go', 'GOlang', 'HTTP', 'Logrus']"
"['знание', 'ERP', '1С', '1С:ERP', 'понимание']"
"['AOSP', 'архитектуры', 'сервисы', 'Android', 'понимание']"
"['данных', 'C']"
""
"['GDB', 'знание', 'Git', 'makefile', 'CMake', 'GCC', 'Bash']"
"['Web', 'знание', 'Laravel']"
"['JavaScript', 'CSS', 'TypeScript', 'HTML', 'Frontend']"
"['.NET', 'C', 'C#', 'SOLID', 'core', '.NET Core', 'понимание']"
