title,link,address,company,short_description,rich_description,salary,skils
Руководитель отдела маркетинга B2B IT,https://hh.ru/vacancy/131269335?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ООО Тангл,Имеете опыт от 5 лет на аналогичной позиции в технологической компании (продуктовая,,"от 180 000 ₽ за месяц, на руки",
Менеджер по продажам IT-продукта (B2B),https://hh.ru/vacancy/130960599?query=it&hhtmFrom=vacancy_search_list,Краснодар,Roistat,Имеешь схожий опыт. Знаешь этапы продаж.,,"от 120 000 ₽ за месяц, на руки",
Заместитель руководителя IT-отдела,https://hh.ru/vacancy/131972137?query=it&hhtmFrom=vacancy_search_list,"Новосибирск, р-н Ленинский",Феррум,"Высшее образование. Знание ЕРП, WMS, ДО, БУХ, ЗУП. Опыт аналогичной работы от 2-х лет. Опыт управления от 1 года.",,,
IT-специалист,https://hh.ru/vacancy/131961473?query=it&hhtmFrom=vacancy_search_list,Москва,Филиал ФКУ Налог-Сервис ФНС России в г. Москве,"Желание развиваться в области ИТ. Обучаемость, внимательность, стрессоустойчивость. Аналогичный опыт работы от 1 года. Опыт обслуживания оргтехники. Знание стека протоколов...",,,
Менеджер по продажам IT (текущая база),https://hh.ru/vacancy/131992038?query=it&hhtmFrom=vacancy_search_list,Москва,Первый Бит,Важно умение общаться и договариваться. Хочешь развиваться в,,"от 80 000 ₽ за месяц, до вычета налогов",
Архитектор IT - решений (Астра консалтинг),https://hh.ru/vacancy/131982813?query=it&hhtmFrom=vacancy_search_list,Москва,Группа компаний Астра,"Опыт проектирования решений с нуля и модернизации существующей инфраструктуры, в том числе с изменением продуктового стека. Знание принципов проектирования и...",,,
IT Project Manager (ERP / Highload / Integrations),https://hh.ru/vacancy/131992323?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Мукими, 1/2",ООО Creative people,Что ты будешь делать: Вести проекты от идеи до продакшна. Ты не просто PM — ты понимаешь как работает система.,,,
Project manager в It команду,https://hh.ru/vacancy/131374832?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Мирзо Улугбека, 30",ООО Golden Pages,Опыт работы в управлении,,,
IT-специалист,https://hh.ru/vacancy/131960350?query=it&hhtmFrom=vacancy_search_list,Москва,Rutek Group,"Опыт работы от 1 года. Владение ОС Windows, умение настраивать пользовательское ПО. Опыт администрирования, создание/ удаление учетных записей, диагностика сетевых...",,"120 000 ₽ за месяц, на руки",
Менеджер отдела продаж (IT-услуги / B2B),https://hh.ru/vacancy/131552775?query=it&hhtmFrom=vacancy_search_list,Москва,5-55,Имели опыт в продажах B2B от 5 лет (опыт в,,"150 000 – 300 000 ₽ за месяц, до вычета налогов",
IT-рекрутер,https://hh.ru/vacancy/131619788?query=it&hhtmFrom=vacancy_search_list,"Новосибирск, р-н Советский",.wrk,Опыт подбора,,,
Мастер в IT сервисный центр,https://hh.ru/vacancy/131982049?query=it&hhtmFrom=vacancy_search_list,Москва,АО БЕФА-ИТ,,,"от 100 000 ₽ за месяц, на руки",
Специалист IT,https://hh.ru/vacancy/131959270?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Бабура, 15",ООО Геологоразведочная компания,Техническая компетентность: - знание современных технологий и оборудования,,,
"Менеджер по продажам (IT, e-commerce, SaaS)",https://hh.ru/vacancy/131095361?query=it&hhtmFrom=vacancy_search_list,Москва,Any,Ты в B2B продажах сложных,,"110 000 – 140 000 ₽ за месяц, на руки",
Руководитель IT проектов Game ( заказная разработка),https://hh.ru/vacancy/131542387?query=it&hhtmFrom=vacancy_search_list,Москва,Digital Lab,"Аналитический склад ума. - Ориентированность на результат. - Умение работать в Jira, Confluence, Figma. - Хорошая коммуникация. - Креативная составляющая приветствуется. Сопроводительное письмо и...",,,
Менеджер по привлечению клиентов (B2B IT),https://hh.ru/vacancy/131944884?query=it&hhtmFrom=vacancy_search_list,Москва,QSOFT,Ответственность в ведении CRM и фиксации результатов работы. Интерес к,,,
Ведущий менеджер по продажам (IT сервисы),https://hh.ru/vacancy/131205611?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Таганский",Infobip,Опыт от 5-ти лет в активных продажах. Опыт в продажах,,,
Системный администратор / IT-инженер,https://hh.ru/vacancy/131971122?query=it&hhtmFrom=vacancy_search_list,"Южно-Сахалинск, Еланский проезд, 1",ООО Итэра,"Опыт администрирования MikroTik / Keenetic (минимум 1 год). Уверенное знание Windows Server (AD, DHCP, DNS, File Server). Понимание базовой виртуализации (Proxmox...",,"100 000 ₽ за месяц, на руки",
Менеджер продаж IT продукта B2B,https://hh.ru/vacancy/131391089?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ООО НПО Меридиан,"...3 лет, желательно в сфере",,"80 000 – 120 000 ₽ за месяц, на руки",
Руководитель направления транспортных IT продуктов,https://hh.ru/vacancy/131674572?query=it&hhtmFrom=vacancy_search_list,Москва,АО РАСЧЕТНЫЕ РЕШЕНИЯ,"Высшее техническое образование (предпочтительные направления обучения: системный анализ, программирование, программная инженерия). Предпочтителен опыт работы в Гос секторе и Гос ИТ.",,,
Менеджер по развитию продаж (IT-платформа ЭДО),https://hh.ru/vacancy/131825448?query=it&hhtmFrom=vacancy_search_list,"Астана, микрорайон Самал, 11",ИП БАЙБАЛИН,"Нацелен на результат и высокий доход. Хочет расти, зарабатывать и быть частью масштабирования компании. Опыт в",,"700 000 – 1 500 000 ₸ за месяц, на руки",
Менеджер по продажам IT-продуктов,https://hh.ru/vacancy/131979855?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,Artsofte,,,,
Ведущий инженер отдела информационных технологий/IT-специалист,https://hh.ru/vacancy/131996571?query=it&hhtmFrom=vacancy_search_list,"Донецк, улица Челюскинцев, 289",ФБУ Донецкий ЦСМ,"Образование: высшее, желательно в области информационных технологий либо информационной безопасности. Стаж не менее 3-х лет.",,,
Руководитель проектов Заказной разработки (IT-Project Manager),https://hh.ru/vacancy/130919466?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Первый Бит,"Опыт управления проектами разработки для внешнего заказчика. Опыт управления командами 10+ человек. Уверенное управление сроками, бюджетом и scope проекта.",,,
Младший специалист по автоматизации и IT-поддержке,https://hh.ru/vacancy/131710382?query=it&hhtmFrom=vacancy_search_list,"городской округ Волгоград, р-н Центральный",iCloud,Интерес к автоматизации и развитию в,,,
IT-рекрутер,https://hh.ru/vacancy/131787346?query=it&hhtmFrom=vacancy_search_list,"Ташкент, Юнусабадский район, массив Минор, 116",ООО SOFTTECH GROUP,Опыт работы на позиции HR от 1 года. Коммуникабельность и организованность. Умение работать в команде. Ответственность и инициативность.,,,
Лид-менеджер / Лидоруб в IT,https://hh.ru/vacancy/131372250?query=it&hhtmFrom=vacancy_search_list,Самара,ООО Мой Класс,наличие опыта в продажах или активных доп. продаж. - хорошие навыки выстраивания и поддержания лояльных отношений с клиентами. - стрессоустойчивость и готовность...,,"от 70 000 ₽ за месяц, на руки",
Оператор call-центра (IT-PARK),https://hh.ru/vacancy/131243718?query=it&hhtmFrom=vacancy_search_list,"Нукус, улица Аймхан Шамуратовой, 92",ООО INLINE,Свободный русский язык и грамотную речь. Базовые навыки работы с ПК. Желание работать и развиваться.,,"3 500 000 – 5 000 000 so'm за месяц, на руки",
IT-рекрутер,https://hh.ru/vacancy/131955222?query=it&hhtmFrom=vacancy_search_list,"Пермь, р-н Индустриальный",ИП Кривонос Станислав Николаевич,"...с входящим потоком (рекрутинг, продажи, клиентский сервис) будет плюсом, но не обязателен. Желание учиться и развиваться в сфере",,"от 80 000 ₽ за месяц, на руки",
Аналитик IT отдела (Power BI),https://hh.ru/vacancy/131978646?query=it&hhtmFrom=vacancy_search_list,Москва,R4S,"Уверенное владение SQL для извлечения и трансформации данных. Мастерство в работе с BI-инструментами (Power BI, Bitrix). Знание Excel.",,,
IT-специалист,https://hh.ru/vacancy/131955312?query=it&hhtmFrom=vacancy_search_list,Аккурган,ООО GLOBAL TEXTILE SOLUTIONS,"ОС Windows 10/11, базовые знания Windows Server. Компьютерное железо: ПК, ноутбуки, принтеры, МФУ. Сети: Основы TCP/IP (знать, для...",,"6 300 000 – 7 200 000 so'm за месяц, на руки",
"Контент-маркетолог (b2b, IT)",https://hh.ru/vacancy/131203550?query=it&hhtmFrom=vacancy_search_list,Москва,ООО InfoVizion,"Вы понимаете специфику работы с b2b-аудиторией, наши ЛПР – С-level.",,,
IT рекрутер/IT сорсер,https://hh.ru/vacancy/131665807?query=it&hhtmFrom=vacancy_search_list,Минск,ООО Губанова и Партнеры,...кандидатов со знаниями в,,,
Специалист IT-службы/Help Desk L1,https://hh.ru/vacancy/130311353?query=it&hhtmFrom=vacancy_search_list,"Алматы, Медеуский район, улица Керей-Жанибек Хандар, 640/1",ТОО Chimbulak Development,"Опыт установки и настройки компьютеров, ноутбуков, принтеров, сетевого оборудования. Опыт настройки доступа в интернет. Опыт обеспечения технической поддержки пользователей.",,,
Менеджер по продажам (IT/B2B),https://hh.ru/vacancy/131388511?query=it&hhtmFrom=vacancy_search_list,Москва,ККС,"Самостоятельность, ответственность и ориентация на результат. Будет плюсом: Опыт работы с",,,
Сервисный инженер (обслуживание IT-оборудования),https://hh.ru/vacancy/131608352?query=it&hhtmFrom=vacancy_search_list,Самара,ООО Обермейстер,"Практический опыт: Вы знаете, как держать в руках инструмент и не боитесь разобрать системный блок или терминал. Мобильность: Готовность к...",,,
Системный администратор / Инженер IT-инфраструктуры,https://hh.ru/vacancy/131976810?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Innovative Network Technologies (Ай Эн Ти),"Active Directory (DC, GPO, DNS, FSMO, репликация). Поддержка Exchange (желательно 2016/2019). RDP / Terminal Services / VDI (VMware Horizon).",,,
Ведущий системный администратор / Ведущий специалист отдела IT,https://hh.ru/vacancy/131419799?query=it&hhtmFrom=vacancy_search_list,Москва,ВОДОВОЗ.RU,"Опыт развертывания, настройки и поиска сбоев в Asterisk (ОБЯЗАТЕЛЬНО). Высшее образование (техническое). Отличное знание ""компьютерного железа"", знание операционных систем.",,"150 000 – 200 000 ₽ за месяц, на руки",
Руководитель проектов в IT-компании,https://hh.ru/vacancy/131240636?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ПРОТЕЙ ТЛ,Высшее техническое образование (предпочтительно в области связи или,,,
Менеджер по продажам (IT решения),https://hh.ru/vacancy/131689787?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Бутырский",ООО Концепт Разработка,Опыт продаж существующим клиентам. Желателен: работа с Enterprise-клиентами. Опыт в B2B,,,
Ведущий системный администратор / Ведущий специалист отдела IT,https://hh.ru/vacancy/131419799?query=it&hhtmFrom=vacancy_search_list,Москва,ВОДОВОЗ.RU,"Опыт развертывания, настройки и поиска сбоев в Asterisk (ОБЯЗАТЕЛЬНО). Высшее образование (техническое). Отличное знание ""компьютерного железа"", знание операционных систем.",,"150 000 – 200 000 ₽ за месяц, на руки",
Руководитель проектов в IT-компании,https://hh.ru/vacancy/131240636?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ПРОТЕЙ ТЛ,Высшее техническое образование (предпочтительно в области связи или,,,
Менеджер по продажам (IT решения),https://hh.ru/vacancy/131689787?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Бутырский",ООО Концепт Разработка,Опыт продаж существующим клиентам. Желателен: работа с Enterprise-клиентами. Опыт в B2B,,,
IT-специалист,https://hh.ru/vacancy/131505475?query=it&hhtmFrom=vacancy_search_list,Камень-на-Оби,ООО МАГ Девелопмент,Опыт работы с пользователями разной степени подготовки. Базовые навыки диагностики неисправностей. Знание ОС Windows 10/11 на уровне администратора.,,"от 100 000 ₽ за месяц, на руки",
Менеджер по внедрению IT продукта,https://hh.ru/vacancy/131853934?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Разрешение,Хорошие коммуникативные навыки и уверенное проведение презентаций. Опыт работы с,,"120 000 – 150 000 ₽ за месяц, на руки",
Business Development Manager / Менеджер по развитию бизнеса IT,https://hh.ru/vacancy/131998618?query=it&hhtmFrom=vacancy_search_list,Москва,ООО НитСофт,опыт работы со сложными продажами. — готовность разбираться в,,,
IT-рекрутер,https://hh.ru/vacancy/131504367?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ПАО КБ Уральский банк реконструкции и развития (УБРиР),Релевантный опыт работы,,,
Руководитель IT-проектов / Technical Project Manager,https://hh.ru/vacancy/131985925?query=it&hhtmFrom=vacancy_search_list,"Новосибирск, р-н Советский",Рекрутинговое агентство The One,"Опыт управления проектами по разработке ПО полного цикла — от 3 лет. Опыт контроля выполнения формальных обязательств, управления рисками и ожиданиями.",,,
Engineering Team Lead (IT Company),https://hh.ru/vacancy/131239016?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Тараса Шевченко, 21А",ООО SOFTWARE WIZARDS,"Bachelor’s degree in Computer Science, Engineering, or a related field. 8+ year of experience in software development.",,,
Менеджер по продажам (IT Оборудование),https://hh.ru/vacancy/118689083?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ВБК,"Сильная мотивация, аналитические способности, умение учиться и нацеленность на результат. Готовность осваивать продукты и sales-процессы с нуля.",,,
IT-специалист,https://hh.ru/vacancy/131609951?query=it&hhtmFrom=vacancy_search_list,"Владикавказ, Весенняя улица, 7А",ООО Мега,вы уже имеете успешный опыт работы в сфере,,"80 000 ₽ за месяц, на руки",
Специалист по работе с клиентами (IT),https://hh.ru/vacancy/131642155?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ООО Такском,Свободно владеете ПК и быстро осваиваете новые программы. Обладаете грамотной речью и умеете понятно объяснять сложное. Готовы разбираться в бизнес...,,"от 85 000 ₽ за месяц, на руки",
Маркетолог B2B в IT (Edtech),https://hh.ru/vacancy/131992929?query=it&hhtmFrom=vacancy_search_list,Самара,ООО Мой Класс,"погруженность в сферу, любовь к маркетингу. - понимание специфики бизнеса, опыт работы в",,"100 000 – 130 000 ₽ за месяц, на руки",
Менеджер проектных продаж IT-продукта,https://hh.ru/vacancy/120953573?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Фрунзенский",ООО Симпэйс,У тебя есть 1-3 года опыта в продажах (желательно B2B) и ты не представляешь жизни без азарта...,,,
IT-специалист,https://hh.ru/vacancy/131660565?query=it&hhtmFrom=vacancy_search_list,"Минусинск, Крекерная улица, 8",ООО МАГ Девелопмент,Опыт работы с пользователями разной степени подготовки. Базовые навыки диагностики неисправностей. Знание ОС Windows 10/11 на уровне администратора.,,"до 120 000 ₽ за месяц, на руки",
IT-специалист,https://hh.ru/vacancy/131334192?query=it&hhtmFrom=vacancy_search_list,"село Отеген батыра, территория Промзона, 207",ТОО IT Support Group,"Опыт работы техническим специалистом / инженером поддержки от 1 года. Знание и опыт работы с системами 1C, Excel, ATTP, SAP...",,"от 200 000 ₸ за месяц, на руки",
IT-специалист по приёмке критичного ИТ-контурa,https://hh.ru/vacancy/131543864?query=it&hhtmFrom=vacancy_search_list,"Волжский, улица Пушкина, 119В",SiGma,"Небольшая производственная компания находится в переходном периоде: действующий ИТ-руководитель уходит, и значительная часть критичных знаний, доступов, логики инфраструктуры и...",,,
"Кладовщик в единственном числе (м. Добрынинская, IT-компания ЛЕММА)",https://hh.ru/vacancy/131741950?query=it&hhtmFrom=vacancy_search_list,Москва,Первый Бит,Внимательность к деталям и любовь к порядку. Ответственный подход к работе. Умение систематизировать процессы. Уверенное владение ПК и готовность быстро...,,"80 000 – 89 250 ₽ за месяц, до вычета налогов",
IT-специалист в отдел технической поддержки,https://hh.ru/vacancy/131378161?query=it&hhtmFrom=vacancy_search_list,"Челябинск, р-н Центральный",ООО АЗС Технологии,"Готовность к разъездному характеру работы (3-5% рабочего времени). Требования: - Техническое образование (не ниже среднего). - Знание компьютерной техники, сетевого оборудования...",,"от 80 000 ₽ за месяц, на руки",
Специалист по технической поддержке клиентов (IT-сфера),https://hh.ru/vacancy/130704514?query=it&hhtmFrom=vacancy_search_list,"Кызыл, улица Ленина, 64",ООО Консультант-Тува,Образование: высшее или среднее специальное техническое (специализация –,,,
Управляющий Детской IT-школой программирования Софтиум в Пензе,https://hh.ru/vacancy/131548102?query=it&hhtmFrom=vacancy_search_list,"Пенза, р-н Ленинский",Детская школа программирования Софтиум,Познакомить детей с IТ-профессиями и обучить основам программирования. - опыт руководства командой от 15 человек не менее 2х лет. -,,"90 000 – 150 000 ₽ за месяц, на руки",
Менеджер по работе с заказчиками (IT),https://hh.ru/vacancy/131087920?query=it&hhtmFrom=vacancy_search_list,Москва,Инфосистемы Джет,Высшее образование. Опыт в,,,
Преподаватель по IT и кибербезопасности,https://hh.ru/vacancy/131973515?query=it&hhtmFrom=vacancy_search_list,"Нур-Султан (Астана), улица Даулеткерей, 1",ТОО URBAN COLLEGE,"методические указания к практическим и лабораторным работам. * практико-ориентированного подхода (связь теории с реальным производством). Высшее образование , магистратура.",,"до 300 000 ₸ за месяц, на руки",
Специалист IT,https://hh.ru/vacancy/131277979?query=it&hhtmFrom=vacancy_search_list,"Ленинск-Кузнецкий, улица Васильева, 1","СУЭК, Сибирская Угольная Энергетическая Компания",Опыт работы в области информационных технологий не менее 1 года. Знание семейства ОС Microsoft Windows на уровне эксперта\опытного пользователя.,,"от 87 500 ₽ за месяц, до вычета налогов",
Менеджер по сопровождению клиентов / Аккаунт-менеджер IT,https://hh.ru/vacancy/130698311?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Первый Бит,,,,
Руководитель IT проектов,https://hh.ru/vacancy/131967697?query=it&hhtmFrom=vacancy_search_list,Москва,Сайтсофт,Знание основ проектного управления и его практическое применение в области,,"от 220 000 ₽ за месяц, на руки",
Руководитель проектов в IT компанию (Web и Ai проекты),https://hh.ru/vacancy/132000458?query=it&hhtmFrom=vacancy_search_list,Москва,Fizika XR,3+ года в управлении,,"150 000 – 180 000 ₽ за месяц, до вычета налогов",
Руководитель проектов IT,https://hh.ru/vacancy/127911841?query=it&hhtmFrom=vacancy_search_list,Москва,Первый Бит,"Опыт участия в ИТ-проектах в роли аккаунта, csm, руководителя, администратора, координатора проектов. Навык проведения сложных переговоров (первые лица компаний...",,,
Менеджер по продажам в IT компанию,https://hh.ru/vacancy/131981386?query=it&hhtmFrom=vacancy_search_list,Казань,ООО Офис ИЖС,"Дисциплина и ответственность. Опыт выхода на ЛПР. Навыки продаж, знание и понимание этапов продаж. Знание специфики b2b продаж.",,"96 000 – 130 000 ₽ за месяц, на руки",
Менеджер по продажам B2B в IT компанию,https://hh.ru/vacancy/131271021?query=it&hhtmFrom=vacancy_search_list,Москва,inno.clouds (ООО Инно),"Знающего или готового изучать эффективные техники продаж. Опыт в B2B. Опыт в общепите, продаже аутсорса, автоматизации или",,"150 000 – 300 000 ₽ за месяц, на руки",
Менеджер по enterprise продажам B2B (IT - продукт),https://hh.ru/vacancy/131999846?query=it&hhtmFrom=vacancy_search_list,Москва,ООО АИ МОП,Опыт продаж B2B / enterprise продаж в,,"от 500 000 ₽ за месяц, на руки",
Менеджер по продажам отечественного IT-решения Депеша,https://hh.ru/vacancy/131703412?query=it&hhtmFrom=vacancy_search_list,Минск,ООО ФоксТри,Опыт B2B-продаж от 1 года (желательно в,,,
"Project Manager (IT / web, middle, US market)",https://hh.ru/vacancy/131871379?query=it&hhtmFrom=vacancy_search_list,Минск,ООО Дженезис эппс,Knowledge of the website development lifecycle (SDLC) and how,,,
"Специалист технической поддержки (1С, IT-инфраструктура)",https://hh.ru/vacancy/131988696?query=it&hhtmFrom=vacancy_search_list,Кострома,SOKOLOV,Хорошо знаком с офисным и,,,
Менеджер по продажам | Лид-менеджер B2B (IT),https://hh.ru/vacancy/131828144?query=it&hhtmFrom=vacancy_search_list,Москва,ЕМЕ,Нацеленность на результат. Будет преимуществом высшее техническое образование. Будет преимуществом опыт в B2B |,,,
"Frontend Developer (React / TypeScript) | IT (SaaS, US)",https://hh.ru/vacancy/131702452?query=it&hhtmFrom=vacancy_search_list,"Ташкент, Мирабадский район, улица Водил, 7",ООО PROJECTS (GK Consulting),Опыт от 2 лет в,,,
Менеджера по продажам образовательных услуг в IT.,https://hh.ru/vacancy/131702277?query=it&hhtmFrom=vacancy_search_list,"Ростов-на-Дону, р-н Кировский",Компьютерная академия TOP (Компьютерная Академия ТОП),"Легко находите общий язык с различными людьми и обладаете навыком убеждения. Знаете и понимаете значение слова ""клиент"". Ответственный, активный и...",,,
IT-инженер,https://hh.ru/vacancy/131599562?query=it&hhtmFrom=vacancy_search_list,"Алматы, Ауэзовский район, Цветочная улица, 1/6",ТОО Begemot Almaty,"Высшее или средне профессиональное образование ( ВТИПО). Рассматриваем специалистов с соответствующим образованием, без опыта, желающих обучаться и развиваться стабильно в нашей...",,"250 000 – 300 000 ₸ за месяц, на руки",
"Младший менеджер по продажам на мероприятиях (мероприятия, B2B IT)",https://hh.ru/vacancy/129972560?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Щукино",Man Web Interactive,Легко знакомится с новыми людьми и умеет выстраивать диалог с первыми лицами компаний. Интересуется,,,
Sales Manager B2B / IT-продукт,https://hh.ru/vacancy/131918299?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Smartway,"Живёшь цифрами и результатами, а не просто «отрабатываешь» время. Ответственен и самостоятельный — доводишь дела до конца и не боишься брать...",,"от 250 000 ₽ за месяц, до вычета налогов",
Проектный менеджер (разработка и поддержание IT продукта),https://hh.ru/vacancy/131987221?query=it&hhtmFrom=vacancy_search_list,Красногорск,ГК Садовое кольцо,"Опыт координации работы между бизнесом, пользователями,",,,
"Менеджер по продажам IT-решений (B2B, прямые продажи)",https://hh.ru/vacancy/131272839?query=it&hhtmFrom=vacancy_search_list,Москва,Инсайрес,Идеальный кандидат: Опыт в B2B-продажах от 3-х лет (,,"от 130 000 ₽ за месяц, на руки",
Специалист по IT,https://hh.ru/vacancy/131358267?query=it&hhtmFrom=vacancy_search_list,"Калининград, р-н Ленинградский",ИП Васюк Татьяна Васильевна,"опыт в обслуживании, сборки, замене комплектующих ПК, IP-телефонии, базового ремонта оргтехники будет плюсом. - опыт в администрировании Asterisk и оболочки...",,,
Менеджер по продажам маркетинговых услуг IT B2B,https://hh.ru/vacancy/129313454?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ДОКТУ,"Ты уверен в себе и настроен на результат. Ты активен, целеустремлен и хочешь много зарабатывать. У тебя грамотная устная и...",,"150 000 – 350 000 ₽ за месяц, на руки",
Менеджер по продажам в IT-компанию,https://hh.ru/vacancy/131192560?query=it&hhtmFrom=vacancy_search_list,Москва,LOCARDS,"Мы хотим видеть в нашем коллективе активных и перспективных, уверенных в себе и желающих много зарабатывать как опытных, так и...",,"98 000 – 230 000 ₽ за месяц, до вычета налогов",
Менеджер по продажам маркетинговых услуг IT B2B,https://hh.ru/vacancy/129313396?query=it&hhtmFrom=vacancy_search_list,Москва,ДОКТУ,"Ты уверен в себе и настроен на результат. Ты активен, целеустремлен и хочешь много зарабатывать. У тебя грамотная устная и...",,"120 000 – 300 000 ₽ за месяц, на руки",
"Монтажник слаботочных систем (СКС, IT-оборудование)",https://hh.ru/vacancy/131262083?query=it&hhtmFrom=vacancy_search_list,Ростов-на-Дону,ООО Обермейстер,"Опыт работы со слаботочными системами и СКС. Понимание основ сетей (TCP/IP) — вы знаете, чем отличается роутер от свитча и...",,"от 90 000 ₽ за месяц, на руки",
"Монтажник слаботочных систем (СКС, IT-оборудование)",https://hh.ru/vacancy/131262084?query=it&hhtmFrom=vacancy_search_list,"Волгоград, р-н Дзержинский",ООО Обермейстер,"Опыт работы со слаботочными системами и СКС. Понимание основ сетей (TCP/IP) — вы знаете, чем отличается роутер от свитча и...",,"от 90 000 ₽ за месяц, на руки",
"Монтажник слаботочных систем (СКС, IT-оборудование)",https://hh.ru/vacancy/131601593?query=it&hhtmFrom=vacancy_search_list,"Самара, р-н Советский",ООО Обермейстер,"Опыт работы со слаботочными системами и СКС. Понимание основ сетей (TCP/IP) — вы знаете, чем отличается роутер от свитча и...",,"от 90 000 ₽ за месяц, на руки",
Руководитель отдела продаж (IT-услуги),https://hh.ru/vacancy/131558223?query=it&hhtmFrom=vacancy_search_list,"Владивосток, Дальзаводская улица, 2",ООО Кодекс Приморье,обязательно личный опыт продаж в сегменте b2b. -опыт управления сотрудниками (не менее 3-х). -отличное знание теории и...,,"110 000 – 190 000 ₽ за месяц, до вычета налогов",
"Ведущий Юрист (со знанием английского языка, IT)",https://hh.ru/vacancy/130798771?query=it&hhtmFrom=vacancy_search_list,Москва,StormWall™,Высшее юридическое образование. Опыт работы юристом в,,,
IT специалист,https://hh.ru/vacancy/131644465?query=it&hhtmFrom=vacancy_search_list,Алматы,ТОО МОДЕРН РИТЕЙЛ,Опыт работы в сфере ИТ-поддержки или технического сопровождения. Практические навыки настройки компьютерной техники и периферийного оборудования. Понимание принципов работы...,,,
Бухгалтер (IT-компания),https://hh.ru/vacancy/131626490?query=it&hhtmFrom=vacancy_search_list,Нижний Новгород,ООО Джи Ди,...,,,
Менеджер по продажам Телеком и IT решений,https://hh.ru/vacancy/131251352?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Хорошёво-Мнёвники",ООО ТЕЛЕПОЛИС,Опыт работы в корпоративных продажах обязателен. Знание Телеком и ИТ оборудования и вендоров.,,,
IT-специалист,https://hh.ru/vacancy/131106758?query=it&hhtmFrom=vacancy_search_list,"Актобе, проспект Абилкайыр Хана, 97Б",ТОО Бриг,"Знание RDP, Sql, Hyper-V, АТС-телефония. Администрирование Windows Servers 2003-2019 (AD, DNS,DHCP, GP, FTP). Углубленное знание сетевого...",,"350 000 ₸ за месяц, до вычета налогов",
Ведущий инженер-проектировщик ЭОМ (в IT компанию),https://hh.ru/vacancy/131984615?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ООО Твик,Требования: Высшее профильное образование. Опыт работы от 3 лет (желательно в гражданском сегменте); Рассмотрим кандидатов с меньшим опытом.,,,
Руководитель группы в отдел продаж (IT - сервисы),https://hh.ru/vacancy/131362476?query=it&hhtmFrom=vacancy_search_list,"Иркутск, р-н Правобережный",ЗАО Контур-Иркутск,"Успешный опыт работы на руководящей должности в продажах от 1 года. Понимание специфики холодных звонков и встреч, техник отработки возражений.",,"от 80 000 ₽ за месяц, на руки",
Аккаунт-менеджер (IT),https://hh.ru/vacancy/131357493?query=it&hhtmFrom=vacancy_search_list,Москва,ИдаПроджект,Опыт: от полугода в роли аккаунт-менеджера или менеджера по работе с клиентами. Проактивность и эмпатия: ты умеешь находить подход...,,"от 100 000 ₽ за месяц, на руки",
"Специалист по работе с клиентами (Лидоруб, входящий трафик, IT)",https://hh.ru/vacancy/131880074?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Платформа Проще,"Грамотная, чёткая речь. Умение общаться и располагать к себе. Уверенный пользователь ПК (Google Docs, CRM). Желание развиваться в продажах.",,"от 70 000 ₽ за месяц, на руки",
Менеджер IT проектов,https://hh.ru/vacancy/131182092?query=it&hhtmFrom=vacancy_search_list,Москва,Gridnine,"Умение проанализировать задачу и предложить оптимальный способ решения. Умение работать в команде и координировать действия разработчиков. Аналитический склад ума, организованность...",,,
Менеджер проектов / Project Manager (IT Digital),https://hh.ru/vacancy/131688907?query=it&hhtmFrom=vacancy_search_list,Москва,W2W Group,Опыт работы менеджером проектов в digital/,,"140 000 – 170 000 ₽ за месяц, на руки",
Преподаватель направления IT,https://hh.ru/vacancy/131357225?query=it&hhtmFrom=vacancy_search_list,"Краснодар, р-н Прикубанский",Школа программирования Coddy (ИП Лисицкая Оксана Юрьевна ),Неоконченное среднее или высшее образование в сфере,,"4 000 – 8 000 ₽ за смену, на руки",
