title,link,address,company,short_description,rich_description,salary,skils
Инженер по внедрению ПО (робототехнические комплексы),https://hh.ru/vacancy/131996429?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Си Проект,"Высшее техническое образование. Релевантный опыт работы от 1 года. Знание Linux, опыт работы в консоли. Знание стандартизованных протоколов передачи данных...",,,
Продуктовый аналитик,https://hh.ru/vacancy/131996651?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Ситек,Наличие высшего образования (техническое / математическое / экономическое). Наличие опыта 2+ лет в продуктовой или data‑аналитике. Практика: анализ рынка и...,,,
Менеджер по маркетингу и рекламе,https://hh.ru/vacancy/130790031?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ABSOL,"Высшее образование. Опыт работы с диджитал рекламой (планирование запуск, оптимизация): яндекс.директ, классифайды. Опыт работы в автомобильной индустрии является серьезным преимуществом.",,,
Инженер-программист ArduPilot/PX4,https://hh.ru/vacancy/126416020?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Радиофид,"Опыт работы с ArduPilot (или аналогов) и изменение исходного кода. Опыт от 5 лет. Знание C/C++ (ARM, STM32).",,,
Senior Web Designer (UI/UX),https://hh.ru/vacancy/132004724?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Красногвардейский",ООО КомпасЛидера,"Инструментарий: Figma (продвинутый уровень), Adobe Creative Cloud (Ps, Ai, Ae), Tilda/WordPress/Webflow. Техническая грамотность: Понимание HTML/CSS/JS на...",,"от 80 000 ₽ за месяц, на руки",
Юрист (Коммерческая недвижимость и земельные отношения),https://hh.ru/vacancy/131679981?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,IT-Доминанта,"Образование: Высшее юридическое. Опыт от 3 лет в сфере недвижимости, коммерческого права или девелопмента. Опыт работы в крупных агентствах недвижимости...",,,
Младший системный администратор,https://hh.ru/vacancy/131716871?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Тэсонэро,"Желание обучаться новому. Быть вежливым, дружелюбным, способным признавать ошибки и желанием их исправлять. Умение быстро ориентироваться в новой ситуации и...",,"45 000 – 60 000 ₽ за месяц, на руки",
Бухгалтер (несколько ИП),https://hh.ru/vacancy/131679873?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,IT-Доминанта,"Высшее или среднее профессиональное образование (бухгалтерский учет, экономика). Опыт работы бухгалтером от 2 лет. Знание налогового законодательства РФ (НДС, налог...",,,
Юрист по договорной работе,https://hh.ru/vacancy/131972542?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,СБЕРКОРУС,Высшее юридическое образование. Опыт работы от 3-6 лет. Знание гражданского законодательства.,,,
Продуктовый маркетолог,https://hh.ru/vacancy/131991353?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Тензор,Высшее образование. Опыт работы в продуктовом маркетинге B2B от трех лет. Знание особенностей работы разных каналов продаж.,,,
Senior Linux System Administrator,https://hh.ru/vacancy/131268508?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,iFuture,Опыт работы Linux-администратором не менее 5 лет. Глубокое понимание архитектуры Linux-систем и уверенное владение командной строкой.,,,
Специалист технической поддержки,https://hh.ru/vacancy/131861492?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО СпекТек,Высшее,,,
Growth Marketing Manager,https://hh.ru/vacancy/131218297?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Правое Полушарие Интроверта,Опыт в лидогенерации для онлайн-образования или смежных ниш — обязателен. Крепкая дружба с нейросетями. На собесе обсудим любимок.,,,
Повар горячего цеха (Василиостровская/Спортивная),https://hh.ru/vacancy/130962263?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Общество чистых тарелок,Опыт работы на кухне (от 6-ти месяцев). Знание основных кухонных процессов и санитарных норм. Наличие санитарной книжки или готовность...,,"от 100 000 ₽ за месяц, на руки",
Комплектовщик,https://hh.ru/vacancy/131986211?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Компания «Кронштадт»,"Опыт аналогичной работы. Опыт комплектования/ сборки товаров. Знание складского учета, excel, Word, Outlook. Навык работы с базами данных.",,,
Региональный менеджер по продажам (Санкт-Петербург),https://hh.ru/vacancy/130952430?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО М-ГРУПП,"Наличие клиентской базы (Компьютеры, комплектующие, ноутбуки, периферия, оргтехника) будет преимуществом. Навыки ведения переговоров на всех уровнях. Желание развиваться и получать...",,,
Координатор проектов / Специалист по координации проектных работ,https://hh.ru/vacancy/130298994?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Петроградский",ООО Подводные технологии и ремонт - Центр передового опыта,"Опыт работы в управлении проектами/ проектном офисе в нефтесервисе, энергетике, добывающей отрасли,",,"до 160 000 ₽ за месяц, на руки",
Оператор баз данных / занесению данных в интернет-порталы ЖКХ,https://hh.ru/vacancy/131532823?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО СЗРЦ Гарант Интернэшнл,"Хорошие навыки печати, быстрого ввода данных. Опытный пользователь ПК, оргтехники, офисного ПО. Хорошие коммуникативные навыки, навыки деловой переписки.",,"44 000 – 82 000 ₽ за месяц, до вычета налогов",
Менеджер по сопровождению клиентов,https://hh.ru/vacancy/131954921?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО МАЙ ХОРИКА,Способность быстро обучаться и адаптироваться к изменениям. Знание,,"75 000 – 105 000 ₽ за месяц, до вычета налогов",
UX/UI designer,https://hh.ru/vacancy/128564390?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Леста Игры,"Опыт в UX/UI-дизайне от 1 года. Продвинутое владение Figma, базовое — Photoshop/Illustrator. Умение работать с дизайн-системами, UI...",,,
"BI-аналитик (Отдел моделирования, автоматизации и визуализации данных)",https://hh.ru/vacancy/131992603?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,СПб ГКУ Санкт-Петербургский информационно-аналитический центр,Имеет опыт разработки дашбордов и отчетов в одной из BI (Luxms BI / Visiology / DataLens / Superset / Power BI). Обладает знаниями BI...,,,
Менеджер по кадровому делопроизводству,https://hh.ru/vacancy/132001689?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Газпромнефть-Региональные продажи,"Высшее образование. Знание требований к ведению кадрового делопроизводства. Знание трудового законодательства, отслеживание нововведений. Уверенный пользователь ПК (Excel), 1С.",,,
Инженер-схемотехник (разработка бортового оборудования),https://hh.ru/vacancy/131983640?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ТМХ ТМ,"Высшее техническое образование. Знание современной базы электронных, электротехнических компонентов. Владение пакетами САПР Altium Designer, Компас. Знание ЕСКД. Работа с цифровыми...",,"100 000 – 120 000 ₽ за месяц, на руки",
Руководитель проектов ИИ (Project manager),https://hh.ru/vacancy/131995174?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,СПб ГКУ Санкт-Петербургский информационно-аналитический центр,"Обладает опытом работы в сфере, касающейся внедрения искусственного интеллекта. Обладает опытом структурирования хаотичных процессов (Email → Jira). Умеет адаптировать методологии (например...",,,
Скрам-мастер / Scrum Master / Agile Team Leader,https://hh.ru/vacancy/131268882?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Бэйби Опт Груп,"Работал Scrum-мастером от 2 лет (не в ИТ или не только в ИТ). Понимает бизнес, а не только процессы.",,,
Head of Engineering,https://hh.ru/vacancy/131699062?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,iFuture,"Опыт работы в руководящих должностях с командами от 50 человек. Знание и опыт работы с Java, принципами SOLID, KISS, DRY.",,,
Lead Product Marketing manager,https://hh.ru/vacancy/131991832?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Wanted,Обязателен Опыт работы с рынком B2C. От 6 лет общего опыта в продуктовом маркетинге. Опыт управления несколькими маркетинговыми...,,,
Инженер-проектировщик слаботочных систем/инженер ПТО,https://hh.ru/vacancy/131997597?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Проектно-Строительная Мастерская,Наличие опыта самостоятельного исполнения работ в сфере,,"от 100 000 ₽ за месяц, на руки",
Senior QA Manual Engineer,https://hh.ru/vacancy/131997364?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Невасофт,Опыт коммерческий опыт тестирования от 3 лет. Опыт тестирования внешних интеграций от 1 года. Знание основ оформления документации по Allure.,,"от 150 000 ₽ за месяц, на руки",
Системный администратор (Middle),https://hh.ru/vacancy/131997205?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Единая Информационная Система ЖКХ,Уверенное знание Linux (Ubuntu) и Windows 10 на уровне администратора. Опыт администрирования кластеров 1С и понимание принципов работы почтовых...,,"80 000 – 100 000 ₽ за месяц, на руки",
Стажер-аналитик 1С,https://hh.ru/vacancy/131388378?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Петроградский",ПитерСофт,Желание развиваться в этой сфере,,,
Ведущий специалист отдела товародвижения,https://hh.ru/vacancy/130807309?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Вотоня,"У Вас высшее экономического или техническое образования. Есть знание 1С:8.3, Бухгалтерия, УТ, Word, Excel. Опыт работы в...",,"от 120 000 ₽ за месяц, до вычета налогов",
B2B-маркетолог,https://hh.ru/vacancy/131609419?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Сервер Молл,Будет большим плюсом. Опыт работы с европейским рынком. Опыт в,,"до 150 000 ₽ за месяц, до вычета налогов",
Руководитель направления ввода и эксплуатации инфраструктуры,https://hh.ru/vacancy/131978171?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Selectel,Опыт работы в сфере,,,
Мерчандайзер визитный (м. Беговая),https://hh.ru/vacancy/131981862?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,TRproject,"Рассматриваем кандидатов без опыта работы, готовых к обучению. Актуальная медицинская книжка или готовность ее оформить. Ведение отчетности на Android v...",,,
Менеджер по продажам оборудования (тепловые насосы),https://hh.ru/vacancy/131981426?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,New Energy,"Сотрудника с опытом активных продаж. - Приветствуются знания технического оборудования? тепловых насосов, холодильного оборудования, кондиционеров если не знаете, то расскажем и...",,,
Преподаватель/репетитор по Обществознанию/Истории,https://hh.ru/vacancy/131989883?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Академикс (ООО Информационные технологии),"Имеет опыт подготовки к ОГЭ/ЕГЭ (желательно, но не обязательно).",,"20 000 – 60 000 ₽ за месяц, на руки",
Веб-аналитик,https://hh.ru/vacancy/131161808?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ПАО Банк Санкт-Петербург,"Имеете опыт работы в веб-аналитике от 2х лет. Уверенное владеете основными системами аналитики: Яндекс.Метрика,AppMetrica. Понимание метрик POI...",,,
Бизнес аналитик (Junior),https://hh.ru/vacancy/131754109?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,IT SCOUT - Business & Operations,"Начальный опыт работы с проектами в аналитике. Базовое владение HTML/CSS, умение сверстать простой интерфейс или страницу. Навык глубокого ресерча...",,,
Помощник руководителя отдела электронной коммерции,https://hh.ru/vacancy/131949374?query=it&hhtmFrom=vacancy_search_list,"Всеволожск, Колтушское шоссе, 298","Вимос, торговый дом",Пройденные курсы по,,"70 000 – 100 000 ₽ за месяц, на руки",
Head of Treasury / Руководитель казначейства,https://hh.ru/vacancy/131989425?query=it&hhtmFrom=vacancy_search_list,Дубай,AGS,Опыт управления казначейством на уровне международной группы компаний от 5–7 лет. Опыт привлечения финансирования и работы с банками / фондами.,,,
Ведущий финансовый менеджер,https://hh.ru/vacancy/131884427?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Мозен,"Проактивность и готовность ставить под сомнение существующие процессы ради улучшения результатов. Приветствуется опыт работы в финтехе,",,,
Специалист технической поддержки 1 линии / специалист поддержки клиентов (офис на Звездной),https://hh.ru/vacancy/131195687?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Московский",КВАДО.РУ,"Готовность учиться новому - это самое важное. Скорее всего, Вы не знаете нашу программу, но мы научим Вас всему - у нас...",,"до 75 000 ₽ за месяц, на руки",
Инженер по подготовке производства,https://hh.ru/vacancy/126917483?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Специальный Технологический Центр (ООО СТЦ),"Высшее техническое образование. Опыт работы в закупах материалов, ПКИ. Опыт работы со счетами. Навыки чтения сборочных чертежей, деталировки изделий.",,,
Менеджер по информационным технологиям,https://hh.ru/vacancy/131999094?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,CORT INN ST-PETERSBURG HOTEL & CONFERENCE CENTER,Огромное желание и умение учиться и развиваться в профессии. Образование не ниже среднего технического (по профилю) и опыт работы от...,,,
Инженер-программист 1 категории,https://hh.ru/vacancy/131217864?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Специальный Технологический Центр (ООО СТЦ),"Знание стандартов языка с++11, с++14. Знание стандартных библиотек С и C++. Знание фреймворка Qt. Опыт разработки GUI.",,,
PHP-разработчик (middle/senior),https://hh.ru/vacancy/131070122?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Школа рекламы,,,,
Key Account Manager / Business development manager (OSS/BSS),https://hh.ru/vacancy/131996387?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Bercut,"Высшее техническое образование. Опыт продаж ПО (ИТ и телеком продукты/решения) ОБЯЗАТЕЛЬНО!. Сильные навыки общения, ведения переговоров и презентаций для...",,,
Специалист технической поддержки,https://hh.ru/vacancy/131455938?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Многопрофильная клиника Скандинавия. Клиника репродукции Скандинавия АВА-ПЕТЕР,"Владеете грамотной устной и письменной речью, хорошо развиты коммуникативные навыки. Опыт работы с ОС Windows 10/11 на уровне администратора...",,"до 70 000 ₽ за месяц, на руки",
AI-тренер со знанием английского языка (GigaChat),https://hh.ru/vacancy/131041500?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Сбер. IT,"Получил высшее лингвистическое, журналистское или переводоведческое образование. Имеешь опыт работы с текстами - копирайтер, технический писатель или любые подобные должности.",,,
AI-тренер (GigaChat),https://hh.ru/vacancy/131041487?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Сбер. IT,"Получил высшее лингвистическое, журналистское или переводоведческое образование. Имеешь опыт работы с текстами - копирайтер, технический писатель или любые подобные должности.",,,
Менеджер по продажам недвижимости,https://hh.ru/vacancy/131588009?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Этажи Северо-Запад,Более 87% наших агентов пришли в профессию без опыта и успешно развиваются в сфере недвижимости. ️ любите общаться и легко находите...,,"от 220 000 ₽ за месяц, на руки",
"Бизнес-аналитик в сфере финансов, бухгалтерского и налогового учета",https://hh.ru/vacancy/129702770?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,"ЭТМ, компания","Опыт работы аналитиком 1С, бизнес- или системным аналитиком от 2-х лет в",,,
QA Engineer (Middle/Senior),https://hh.ru/vacancy/131986361?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Employcity,Опыт работы с бэкендом с микросервисной архитектурой от 3 лет. Опыт работы в финтехе или CRM систем. Знание методов и...,,,
Ведущий специалист по технической защите информации,https://hh.ru/vacancy/129348003?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Петроградский",ФГУП НПП Гамма,"Протоколы стека TCP/IP. Сетевую модель OSI. Принципы построения компьютерных сетей. Минимум один из скриптовых языков (Bash, Python, Perl, ...).",,,
Системный администратор,https://hh.ru/vacancy/129000302?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Приморский",ООО Бизнес Технологии,Опыт работы системным администратором. Умение воспринимать обучающую информацию. Понимание принципов работы сетей и передачи данных. Опыт работы с коммутаторами L...,,"140 000 – 170 000 ₽ за месяц, на руки",
Ведущий системный аналитик (MES),https://hh.ru/vacancy/131272852?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО АНТ-Цифровые Сервисы,"Опыт работы в роли системного аналитика от 5 лет, из них не менее 3-х лет именно в роли аналитика...",,,
UX Researcher,https://hh.ru/vacancy/131696396?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,iFuture,Опыт работы в UX Research от 3 лет. Опыт участия в UX-исследованиях на разных этапах продукта (желательно — полный цикл).,,,
Инженер-проектировщик АСУ ТП (Начинающий специалист),https://hh.ru/vacancy/131681504?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Приморский",ООО Хэнди-Автомейшн,"Профильное образование, возможно также студенты последних курсов вузов. Понимание основных принципов работы электротехнического оборудования. Уверенный пользователь программ AutoCAD, Компас, MS...",,,
Менеджер по продажам B2B,https://hh.ru/vacancy/131272523?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Хилби,Опыт в прямых продажах сложного технологического или,,,
Инженер внедрения (Геолог),https://hh.ru/vacancy/131981611?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Петроградский",ООО РТ-Инжиниринг,Опыт работы в горнодобывающей отрасли от 3-х лет. Наличие высшего образования геологического профиля;. Понимание основных производственных процессов от забоя...,,,
"Менеджер по продажам B2B (промышленных комплектующих, оборудования)",https://hh.ru/vacancy/132003580?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ГК 22 ВЕК,Успешный опыт работы в B2B продажах. Высокие коммуникативные навыки. Умение и желание добиваться высоких результатов. Высшее образование будет...,,"130 000 – 700 000 ₽ за месяц, на руки",
Менеджер продаж B2C,https://hh.ru/vacancy/131794736?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Онлайн-школа Тетрика,"Опыт в продажах от года (опыт в Edtech,",,"от 150 000 ₽ за месяц, на руки",
Агент по недвижимости,https://hh.ru/vacancy/131972273?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ТРЕНД НОВОСТРОЙКИ,Бесплатное обучение с государственной лицензией в нашей Академии. Бизнес-тренеры с большим опытом в недвижимости дадут теорию и много практики...,,"от 300 000 ₽ за месяц, на руки",
Бухгалтер по работе с первичной документацией,https://hh.ru/vacancy/131711173?query=it&hhtmFrom=vacancy_search_list,"Петергоф, р-н Петродворцовый",ООО Крон-Петербург,"Образование экономическое (среднеспециальное, св-во об окончании специализированных курсов по бухгалтерскому учету). Опыт работы не менее 1 года.",,"80 000 – 85 000 ₽ за месяц, на руки",
Бухгалтер по работе с первичной документацией,https://hh.ru/vacancy/131711174?query=it&hhtmFrom=vacancy_search_list,"Петергоф, р-н Петродворцовый",ООО Крон-Петербург,"Образование экономическое (среднеспециальное, св-во об окончании специализированных курсов по бухгалтерскому учету). Опыт работы не менее 1 года.",,"80 000 – 85 000 ₽ за месяц, на руки",
Бухгалтер по работе с первичной документацией,https://hh.ru/vacancy/131711175?query=it&hhtmFrom=vacancy_search_list,"Петергоф, р-н Петродворцовый",ООО Крон-Петербург,"Образование экономическое (среднеспециальное, св-во об окончании специализированных курсов по бухгалтерскому учету). Опыт работы не менее 1 года.",,"80 000 – 85 000 ₽ за месяц, на руки",
Менеджер по продажам,https://hh.ru/vacancy/130352582?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,LEKHTO GROUP,Требование: Опыт работы в недвижимости обязателен. Результаты 2025 года: Важно: рассматриваем кандидатов только с подтверждённым опытом в продажах недвижимости.,,,
Региональный менеджер по продажам (промышленное оборудование),https://hh.ru/vacancy/131532280?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,OS-TECH,Высшее образование (техническое приветствуется). Опыт проектных продаж промышленного оборудования и стремление развиваться в сложных технических проектах. Владение английским языком на...,,,
Специалист технической поддержки 3 линии (L3),https://hh.ru/vacancy/131038204?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Evercode Lab,"Высшее экономическое, финансовое, техническое или математическое образование. Опыт работы в",,,
Инженер-конструктор АСУ ТП,https://hh.ru/vacancy/131385248?query=it&hhtmFrom=vacancy_search_list,"поселок Стрельна, р-н Петродворцовый",ООО Ракурс-инжиниринг,"Высшее техническое образование. Знание подходов в разработке ПТК и НКУ: отраслевых стандартов, оборудования, способов информационного обмена, основ безопасности и надежности...",,,
Разработчик C++/QML,https://hh.ru/vacancy/129301263?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Специальный Технологический Центр (ООО СТЦ),Уверенное владение C++14 и выше. Опыт разработки GUI приложений и понимание их архитектуры. Знания и опыт работы с Qt...,,"до 250 000 ₽ за месяц, на руки",
Директор по продажам,https://hh.ru/vacancy/131380329?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ДАЛИМО,Высшее образование. Успешный опыт работы от 3 лет в сфере FMCG на руководящих должностях. Опыт ведения переговоров и управления взаимоотношениями...,,,
QA Automation (Java) специалист,https://hh.ru/vacancy/131715247?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Сбер. IT,"Java 8/11/17 (многопоточность, ORM, Maven, JDBC). Spring. SQL, опыт работы с базами данных (желательно Oracle, PostgreSQL).",,,
Функциональный тестировщик,https://hh.ru/vacancy/131715205?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Сбер. IT,"Практический опыт тестирования хранилищ данных, отчетности. Практический опыт тестрования баз данных (Oracle, или MySQL, или MS SQL, или PostgreSQL).",,,
Программист 1С,https://hh.ru/vacancy/131993713?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Геоскан,"Знаете языки запросов, имеете опыт работы с СКД. Работаете с библиотекой стандартных подсистем 1С. Обладаете опытом интеграций со сторонними...",,,
Менеджер по работе с В2В-клиентами,https://hh.ru/vacancy/131565988?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Авито: продажи,"Обладаете грамотной речью и хорошей дикцией. Имеете опыт активных продаж, умеете развивать долгосрочные отношения с клиентами. Владеете навыками ведения переговоров...",,"от 166 000 ₽ за месяц, до вычета налогов",
Интернет-маркетолог,https://hh.ru/vacancy/131978916?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Тензор,"Опыт самостоятельного ведения рекламы в Яндекс Директ, VK Ads, Telegram Ads от 2 лет. Умение работать с большими бюджетами от...",,,
Senior ML Engineer (AI-Агенты),https://hh.ru/vacancy/131714527?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Сбер. IT,"Опыт работы в роли ML-инженера, DS, MLOps или Python Backend в ML. Опыт промышленной разработки на Python, знание ООП...",,,
Системный администратор/Инженер технической поддержки,https://hh.ru/vacancy/131371236?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",Посмотри,"Уверенные знания комплектующих ПК. Опыт разборки/сборки, ремонта компьютеров. Опыт переустановки Windows 11 Pro. Тонкая настройка BIOS у разных производителей.",,"от 80 000 ₽ за месяц, на руки",
Бухгалтер по расчёту заработной платы,https://hh.ru/vacancy/131830795?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",ООО Эксбо Север,"Имеет высшее образование в области бухгалтерского учёта, финансов или экономики. Обладает опытом работы от 3 лет в бухгалтерии по начислению...",,,
Офис-менеджер,https://hh.ru/vacancy/131698362?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Си-Норд,"Уже знаешь, как устроена работа офис-менеджера или административная сфера — хотя бы годик опыта за плечами. Ты из тех людей...",,"70 000 ₽ за месяц, на руки",
Контролер ОТК/Контролер сборочного производства,https://hh.ru/vacancy/131993170?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Специальный Технологический Центр (ООО СТЦ),Среднее или высшее техническое образование. Опыт на аналогичной позиции от 2-х лет. Знание ПК на уровне пользователя.,,"90 000 – 100 000 ₽ за месяц, на руки",
Support manager (English),https://hh.ru/vacancy/131982832?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,LuckyGroup,Опыт работы в продажах/ ведении клиентов в,,,
Бизнес ассистент руководителя,https://hh.ru/vacancy/131707078?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Лидер,"Опыт работы ассистентом, секретарём или помощником руководителя от 1 года. Уверенное владение Excel и навыки работы с CRM (желательно Битрикс...",,"от 90 000 ₽ за месяц, на руки",
Главный бухгалтер,https://hh.ru/vacancy/131849833?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,АО Инсек-Сз,Высшее профильное образование (Бухгалтерия / Аудит /Финансы и экономика). Опыт работы в области ведения бухгалтерского учета от 3 лет.,,,
Разработчик баз данных / DataOps (BI-направление),https://hh.ru/vacancy/131995198?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Мой медицинский центр,"Высшее техническое образование. Опыт работы и эксплуатации GreenPlum, MSSQL и PostgreSQL баз данных. Понимание построения pipline’ов с использованием PXF...",,,
Вожатый в детский программный лагерь,https://hh.ru/vacancy/131981192?query=it&hhtmFrom=vacancy_search_list,Ленинградская область,Школа робототехники и программирования Азимов,Умение и желание работать с детьми. Ответственность в работе. Умение работать в команде.,,,
Менеджер продукта (разработчик РКО),https://hh.ru/vacancy/130002443?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ПАО Банк Санкт-Петербург,Имеете стаж работы по направлению деятельности не менее 2 лет. -опыт разработки/внедрения/реализации продуктов РКО/расчетнокассовых продуктов для ЮЛ...,,,
Ведущий бухгалтер/Заместитель главного бухгалтера,https://hh.ru/vacancy/131886670?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Радиофид,"Высшее/среднее профессиональное образование в области бухгалтерского учета. Знание законодательства о бухгалтерском учете, о труде и охране труда в РФ.",,"от 100 000 ₽ за месяц, на руки",
Email-маркетолог,https://hh.ru/vacancy/131811487?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,TutorPlace,Опыт работы в email-маркетинге от 3 лет. Опыт работы с аналитикой. Навыки копирайтинга или редактуры. Знание основ GDPR/SPAM...,,,
Ведущий бизнес-аналитик (MES),https://hh.ru/vacancy/131273067?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО АНТ-Цифровые Сервисы,"Опыт работы в аналитике от 6 лет, обязателен опыт работы с MES-системами и автоматизацией производств от 3-х лет.",,,
"Руководитель проектов (видеонаблюдение, СМР, телеком)",https://hh.ru/vacancy/131815706?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Безопасный Город,Екатеринбург. 3–5+ лет в проектном управлении на,,"от 150 000 ₽ за месяц, на руки",
Сетевой инженер (Управление сетевой инфраструктур),https://hh.ru/vacancy/131694851?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Сбер. IT,"Практические знания основ и принципов работы сетевых технологий (модель OSI, TCP/IP), протоколов динамической маршрутизации OSPF, BGP (значительный плюс), принципов...",,,
Инженер-конструктор РЭУ,https://hh.ru/vacancy/131385255?query=it&hhtmFrom=vacancy_search_list,"поселок Стрельна, р-н Петродворцовый",ООО Ракурс-инжиниринг,"Высшее техническое образование. Опыт работы с SolidWorks, AutoCAD, nanoCad. Начальные навыки работы в Altium Designer. Опыт разработки проектов по созданию...",,,
Ведущий инженер-схемотехник,https://hh.ru/vacancy/131984035?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ТМХ ТМ,Высшее профессиональное техническое образование (специалист или магистратура). Практический опыт разработки силовой электроники от 4-х лет. Знание основных топологий импульсных...,,"100 000 – 200 000 ₽ за месяц, до вычета налогов",
