title,link,address,company,short_description,rich_description,salary
Младший юрист в IT-компанию,https://hh.ru/vacancy/131119908?query=it&hhtmFrom=vacancy_search_list,Москва,ПроКонтекст,"Знание законодательства в области договорного права, Гражданского кодекса. - Ответственность, стрессоустойчивость. - Усидчивость, исполнительность. - Педантичность, внимательность к деталям. - Умение работать в режиме...",,
Менеджер по продажам (IT)/Sales manager,https://hh.ru/vacancy/131756919?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Айтикью Груп,...в,,
Бизнес-аналитик (гибрид),https://hh.ru/vacancy/131352056?query=it&hhtmFrom=vacancy_search_list,Москва,АО Рольф. IT,"Изменить облик автобизнеса, создавая лучший клиентский опыт на уровне передовых отраслей экономики. Реагировать на disrupt не только со стороны традиционных...",,
Директор по работе с ключевыми клиентами IT,https://hh.ru/vacancy/121941243?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Сервер Молл,Опыт в продажах,,
Специалист по интеграции CRM и телефонии/Старший IT-специалист,https://hh.ru/vacancy/131808681?query=it&hhtmFrom=vacancy_search_list,Москва,REMONT.IO,"Уверенный опыт работы с API amoCRM: вебхуки, виджеты, кастомизация интерфейсов, доработка карточек и логики. Практический опыт интеграции VoIP/телефонии с...",,
Инженер IT,https://hh.ru/vacancy/131560599?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ООО Телесен,Личный практический опыт разработки и наладки оборудования и систем на объектах. Умение работать AutoCad или аналогичных продуктах. Профильное инженерное образование.,,
Менеджер IT-проектов внедрения в Контур.Диадок Логистика,https://hh.ru/vacancy/129451294?query=it&hhtmFrom=vacancy_search_list,Москва,Контур,Образование в области информационных технологий. Опыт управления,,
Руководитель эксплуатации IT проектов,https://hh.ru/vacancy/131677295?query=it&hhtmFrom=vacancy_search_list,Москва,АО Алиасофт,Опыт работы в эксплуатации,,
"Product Owner (CPO) - IT, Маркетплейс",https://hh.ru/vacancy/131717274?query=it&hhtmFrom=vacancy_search_list,Москва,Мебельная компания ZETTA,"Опыт как CPO/Владелец продукта в сложных цифровых продуктах. Умение проектировать системы, а не просто реализовывать задачи. Опыт работы с...",,
L&D Manager IT Uzum Fintech,https://hh.ru/vacancy/130116629?query=it&hhtmFrom=vacancy_search_list,Ташкент,UZUM TECHNOLOGIES. IT,"Системное мышление, способность работать с неопределенностью и формировать решения с нуля. Понимание специфики",,
L&D Manager IT Uzum Fintech,https://hh.ru/vacancy/130116630?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,UZUM TECHNOLOGIES. IT,"Системное мышление, способность работать с неопределенностью и формировать решения с нуля. Понимание специфики",,
Менеджер по продажам IT-решений и оборудования,https://hh.ru/vacancy/130553820?query=it&hhtmFrom=vacancy_search_list,"Ярославль, р-н Кировский",АйТек,"Ресурсы, которые позволяют выстроить процесс продаж быстрее и эффективнее (свой инженерный отдел, лицензия ФСБ, склад, своя логистика, отсрочки/рассрочки). —",,
Финансовый менеджер (IT / Tech),https://hh.ru/vacancy/131668985?query=it&hhtmFrom=vacancy_search_list,Минск,ООО ВольтаВейв,"Опыт подготовки P&L, Cash Flow, бюджетирования. Сильные аналитические навыки. Будет плюсом. Опыт работы в",,
Главный специалист IT отдела,https://hh.ru/vacancy/131672931?query=it&hhtmFrom=vacancy_search_list,Алматы,ТОО QQQ - Qazaqstan Qamqor Qyzmet,"Высшее или средне-специальное образование. * Уверенное владение ПК. * Знание настройки сетевого оборудования. * Грамотная устная и письменная речь. * Внимательность, ответственность, стрессоустойчивость.",,
Руководитель отдела IT-инфраструктуры,https://hh.ru/vacancy/131670601?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ТС Солюшен,"Сетей уровня ядра и ЦОД (наличие сертификатов уровня CCNP, CCDA/CCDP - дизайн сетей или их аналогов приветствуется). Виртуализации и систем...",,
IT Help Desk Intern,https://hh.ru/vacancy/131666014?query=it&hhtmFrom=vacancy_search_list,Алматы,ТОО Неткрэкер Текнолоджи Казахстан,Студенты 4-х курсов или выпускник технического вуза (,,
Специалист технической поддержки,https://hh.ru/vacancy/130678444?query=it&hhtmFrom=vacancy_search_list,"Бишкек, улица Горького, 1/2",IT HUB Technopark,"Умение пользоваться техникой. Умение пользоваться микшером, микрофоном и колонками, видеопроцессором, подключение LED экран, разными кабелями: hdmi, dvi, vga.",,
Инженер в отдел IT,https://hh.ru/vacancy/131669587?query=it&hhtmFrom=vacancy_search_list,"Североморск, Мурманское шоссе, 13",ООО Мурманская судоремонтная компания,Высшее образование (желательно техническое). Знание основ компьютерных сетей.,,
IT Operations Engineer (System administrator),https://hh.ru/vacancy/131716590?query=it&hhtmFrom=vacancy_search_list,Москва,Островок.Ostrovok!Tech,"Опыт работы с ОС на базе Linux (у нас Ubuntu Server). Опыт развертывания и администрирования веб-сервисов (проксирование, обеспечение высокой...",,
Менеджер IT проекта (Черногория),https://hh.ru/vacancy/131312943?query=it&hhtmFrom=vacancy_search_list,Подгорица,Tungsten Montenegro DOO Podgorica,Требуемые навыки. Подтверждённый опыт руководства командами разработки программного обеспечения и QA на всех этапах полного жизненного цикла разработки в корпоративной...,,
Менеджер IT проекта (Черногория),https://hh.ru/vacancy/131312944?query=it&hhtmFrom=vacancy_search_list,Подгорица,Tungsten Montenegro DOO Podgorica,Требуемые навыки. Подтверждённый опыт руководства командами разработки программного обеспечения и QA на всех этапах полного жизненного цикла разработки в корпоративной...,,
Преподаватель в IT-Колледж ТОП,https://hh.ru/vacancy/131716095?query=it&hhtmFrom=vacancy_search_list,"Нальчик, улица Кешокова, 1В",Компьютерная академия TOP (Компьютерная Академия ТОП),Профильное высшее образование. Трудовой стаж в данной профессиональной области. Дипломы и сертификаты о прохождении курсов повышения квалификации будут конкурентным преимуществом.,,
"Senior QA automation [Беспилотные транспортные коридоры, МТС Веб Сервисы]",https://hh.ru/vacancy/131990164?query=it&hhtmFrom=vacancy_search_list,Москва,"""МТС"", Работа в IT","Уверенное написание автоматизированных тестов для React‑приложений, опыт в создании и поддержке UI‑ и/или компонентных авто‑тестов.",,
Ведущий бухгалтер по расчету заработной платы,https://hh.ru/vacancy/131978583?query=it&hhtmFrom=vacancy_search_list,"Нижний Новгород, р-н Нижегородский",Группа IT-компаний Lad,Работа предполагает большой объем документов и операций. Важно уметь быстро переключаться между задачами и эффективно работать в режиме многозадачности.,,
Специалист по управлению IT-рисками (IT Risk Manager),https://hh.ru/vacancy/131658568?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Паркент, 120/2",АО Hayot Bank,...,,
"Country Manager (IT, cybersecurity)",https://hh.ru/vacancy/131661531?query=it&hhtmFrom=vacancy_search_list,"Ташкент, Яшнабадский район, улица Махтумкули",ООО Antal International Tashkent Xususiy Bandlik Agentligi,Имеете успешный опыт управления продажами на уровне региона или страны (,,
Начинающий специалист в IT-компанию,https://hh.ru/vacancy/131711761?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Дэстэн Партнерс,"Уверенный пользователь ПК. (Excel, Word, PowerPoint, Google Таблицы). Внимательность к деталям и аккуратность в работе. Умение работать с таблицами и...",,
Менеджер по продажам IT,https://hh.ru/vacancy/131658740?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,Первый Бит,Опыт в продажах/работе с клиентами от 1 года. Готовность много учиться – у нас действительно «большой объем информации»: внутренние регламенты...,,
Senior Product Manager IT,https://hh.ru/vacancy/131378833?query=it&hhtmFrom=vacancy_search_list,Новосибирск,Дром,4+ года в роли менеджера продукта с опытом владения ключевой продуктовой метрикой или значимой частью пользовательского пути и ответственности...,,
Начинающий специалист в IT-компанию,https://hh.ru/vacancy/131711761?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Дэстэн Партнерс,"Уверенный пользователь ПК. (Excel, Word, PowerPoint, Google Таблицы). Внимательность к деталям и аккуратность в работе. Умение работать с таблицами и...",,
Менеджер по продажам IT,https://hh.ru/vacancy/131658740?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,Первый Бит,Опыт в продажах/работе с клиентами от 1 года. Готовность много учиться – у нас действительно «большой объем информации»: внутренние регламенты...,,
Senior Product Manager IT,https://hh.ru/vacancy/131378833?query=it&hhtmFrom=vacancy_search_list,Новосибирск,Дром,4+ года в роли менеджера продукта с опытом владения ключевой продуктовой метрикой или значимой частью пользовательского пути и ответственности...,,
Senior Product Manager IT,https://hh.ru/vacancy/131378903?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Дром,4+ года в роли менеджера продукта с опытом владения ключевой продуктовой метрикой или значимой частью пользовательского пути и ответственности...,,
Менеджер по продажам IT,https://hh.ru/vacancy/129346463?query=it&hhtmFrom=vacancy_search_list,Москва,АО Спарго Технологии,"Желание и умение учиться новому в сфере продаж. Стремление достойно зарабатывать. Готовность брать ответственность за выполняемые задачи, инициативность, пунктуальность и...",,
"Middle QA Manual [Оператор рекламных данных, МТС Веб Сервисы]",https://hh.ru/vacancy/131138221?query=it&hhtmFrom=vacancy_search_list,Москва,"""МТС"", Работа в IT","Опыт тестирования web-приложений от 3 лет. Опыт тестирования REST API. Умение составлять и вести тестовую документацию (чек-листы, баг...",,
"Управляющий рестораном ""Steak it Easy""",https://hh.ru/vacancy/131709278?query=it&hhtmFrom=vacancy_search_list,Москва,VASILCHUKI Restaurant Group,"Высшее образование в сфере услуг, дополнительное в области менеджмента. Опыт работы в должности управляющего рестораном от 2- лет, в КРУПНЫХ...",,
"IT-специалист/ IT-Менеджер/Аналитик 1С (ERP, Честный знак, Меркурий, ЭДО)",https://hh.ru/vacancy/131738851?query=it&hhtmFrom=vacancy_search_list,"Чехов, микрорайон Венюково, улица Джона Рида, 20с1",ООО ФерЭльГам,"Опыт работы специалистом техподдержки от 1 года. Знание принципов работы и администрирования 1С, ЭДО, Честного знака, Меркурия.",,
"IT-специалист/ IT-Менеджер/Аналитик 1С (ERP, Честный знак, Меркурий, ЭДО)",https://hh.ru/vacancy/131517306?query=it&hhtmFrom=vacancy_search_list,"Чехов, микрорайон Венюково, улица Джона Рида, 20с1",ООО ФерЭльГам,"Опыт работы системным администратором или специалистом техподдержки от 1 года. Знание принципов работы и администрирования 1С, ЭДО, Честного знака...",,
Джуниор специалист (IT продажи),https://hh.ru/vacancy/131649475?query=it&hhtmFrom=vacancy_search_list,"Иваново, р-н Ленинский",РегионПерсонал,Желание развиваться в сфере продаж и,,
IT-специалист широкого профиля,https://hh.ru/vacancy/131656237?query=it&hhtmFrom=vacancy_search_list,"Екатеринбург, р-н Кировский",ЭПК УрФУ,"Среднее техническое образование. - Хорошее знание Windows (настройка, диагностика), офисного ПО. - Понимание аппаратного устройства ПК, принципов функционирования ПО. - Понимание сетевых технологий...",,
Менеджер IT-проектов,https://hh.ru/vacancy/131632035?query=it&hhtmFrom=vacancy_search_list,Смоленск,ООО Айти-Константа,"Грамотная устная и письменная речь. - Внимательность, ответственность, пунктуальность. - Интерес к",,
Менеджер по продажам IT услуг,https://hh.ru/vacancy/128490608?query=it&hhtmFrom=vacancy_search_list,Нижний Новгород,ООО Такском,"Желание строить карьеру в сфере продаж. Готовность к обучению, опыт в продажах приветствуется, но мы всему научим! Грамотная устная и...",,
"Менеджер по работе с клиентами(B2B, IT / ПО)",https://hh.ru/vacancy/129701216?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Мещанский",ООО Городская Реклама,Опыт работы с клиентами или в продажах от 1 года. Навыки ведения переговоров и работы с возражениями. Грамотная устная и...,,
Менеджер по продажам (IT),https://hh.ru/vacancy/129713228?query=it&hhtmFrom=vacancy_search_list,Москва,TKV Group,"Опыт взаимодействия с людьми или начальный опыт в продажах (мы обучим тонкостям, если есть интерес развиваться в этом направлении).",,
Менеджер по продажам IT-продуктов,https://hh.ru/vacancy/129784452?query=it&hhtmFrom=vacancy_search_list,Москва,Группа Компаний Бико,Опыт работы в продажах от 1 года. Опыт работы в b2b/ телефонных продажах будут вашим преимуществом.,,
IT-специалист/Программист/Специалист в области информационных технологий,https://hh.ru/vacancy/131789112?query=it&hhtmFrom=vacancy_search_list,"Люберцы, Назаровская улица, 3",ГБУЗ МО Люберецкая областная больница,,,
Менеджер по продажам (IT),https://hh.ru/vacancy/131647718?query=it&hhtmFrom=vacancy_search_list,Нижний Новгород,ООО Медицина,Опыт в B2B-продажах от 3 лет – обязательно. Готовность и интерес к активному поиску и холодным продажам.,,
Ученик в IT-компанию,https://hh.ru/vacancy/131649064?query=it&hhtmFrom=vacancy_search_list,"Тула, р-н Центральный",UltraCOM,Внимание и высокая концентрация. Аналитический склад ума. Усидчивость. Грамотная речь.,,
IT Сорсер / IT-ресечер,https://hh.ru/vacancy/131530927?query=it&hhtmFrom=vacancy_search_list,Москва,IT SCOUT - Business & Operations,Опыт работы на аналогичной позиции от 1 года. Кейсы успешного нахождения контактов с минимумом вводных данных. Уверенное знание функционала LinkedIn...,,
Solution sales manager (IT/ИБ),https://hh.ru/vacancy/131701405?query=it&hhtmFrom=vacancy_search_list,Москва,WMX,Образование: Высшее. Опыт работы в сфере ИТ/ИБ не менее 3-х лет. Опыт в вендоре или системном интеграторе в...,,
Помощник аналитика в IT стартап цифрового сервиса Прачка.ком,https://hh.ru/vacancy/131789309?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Прачка.ком,"...для студентов последних курсов, выпускников, и тех кто хочет перейти из смежных исследовательских/научных отраслей в",,
Специалист по продажам IT/ICT услуг,https://hh.ru/vacancy/129991153?query=it&hhtmFrom=vacancy_search_list,"Минск, Красноармейская улица, 24",Life,Опыт B2B-продаж от 2 лет. Опыт продаж сложных услуг/проектов. Навыки самостоятельной организации работы и ответственности за...,,
Специалист технической поддержки (IT),https://hh.ru/vacancy/130871934?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Такском,Техническое мышление. Коммуникабельность. Желание постоянно развиваться в сфере,,
Менеджер по продажам в сфере IT,https://hh.ru/vacancy/131726062?query=it&hhtmFrom=vacancy_search_list,Минск,ООО Центр перспективной автоматизации,"Уровень пользователя ПК на среднем уровне (MS office, CRM и др.). Коммуникабельность, грамотная речь. Желание учиться и развиваться.",,
Менеджер по продажам IT-решений (застройщики и госсектор),https://hh.ru/vacancy/131786773?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ООО СКБ Техно,Имеет опыт B2B-продаж (,,
Руководитель клиентского сервиса Saas IT,https://hh.ru/vacancy/131696187?query=it&hhtmFrom=vacancy_search_list,Москва,Альфа Хантер,...лет в,,
Backend Nest.js разработчик в IT-компанию,https://hh.ru/vacancy/131726666?query=it&hhtmFrom=vacancy_search_list,Казань,ИП Натфуллин Рушан Рустемович,"Опыт разработки на Nest.js от 3 месяцев. - Уверенное владение Node.js, TypeScript. - Практический опыт работы с RabbitMQ, Kafka или другими message...",,
Руководитель отдела маркетинга B2B IT в офис (Пермь),https://hh.ru/vacancy/131807716?query=it&hhtmFrom=vacancy_search_list,"Пермь, р-н Индустриальный",Macroscop,Обязателен опыт в B2B (в,,
Менеджер по продажам IT-продукта,https://hh.ru/vacancy/131689341?query=it&hhtmFrom=vacancy_search_list,"Киров, р-н Октябрьский",ООО Компания СБИС-Вятка,"важны навыки общения, ответственность и ориентация на результат. — готовность развиваться в B2B-продажах в",,
IT Specialist / IT-специалист,https://hh.ru/vacancy/131528483?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Мукими, 158/1",ООО ICE FRUTS,Опыт работы в,,
"Менеджер по работе с партнерами (ПАМ, IT-оборудование)",https://hh.ru/vacancy/131779674?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Коньково",ООО РДВ Технолоджи,"Высшее образование. Курсы по продажам, переговорам, презентациям и публичным выступлениям и другие профильные тренинги и/или обучения являются преимуществом.",,
Системный администратор по IT-решениям,https://hh.ru/vacancy/130075027?query=it&hhtmFrom=vacancy_search_list,"Бишкек, улица Суймонкула Чокморова, 154",ОсОО Кю-солюшнс,"Работаешь в команде. Умеешь разговаривать с клиентами без высокомерия, дружелюбно и с результатом. Вежливо, грамотно, по делу. Слушаешь, объясняешь, консультируешь...",,
Личный водитель/семейный помощник,https://hh.ru/vacancy/131229136?query=it&hhtmFrom=vacancy_search_list,деревня Вартемяги,IT-Доминанта,"Водительский стаж от 6 лет. Опыт работы семейным/персональным ВОДИТЕЛЕМ. Отличное знание Санкт-Петербурга и области. Уверенный, безопасный стиль вождения.",,
IT-специалист,https://hh.ru/vacancy/131531549?query=it&hhtmFrom=vacancy_search_list,"Истра, улица Панфилова, 51",ООО ЮВЛ,"Знание аппаратного и программного обеспечения на уровне администратора. Понимание основ построения и работы локальных сетей: стека TCP/IP, ARP, DHCP...",,
Руководитель отдела IT (техническая поддержка и системное администрирование),https://hh.ru/vacancy/128953401?query=it&hhtmFrom=vacancy_search_list,Ростов-на-Дону,"ПОРЯДОК, Группа компаний","Опыт управления ИТ-командой (техническая поддержка, системное администрирование). Глубокое понимание принципов сетевой архитектуры: маршрутизация, настройка VPN/VLAN, аппаратное обеспечение, контроль...",,
Менеджер по подбору персонала / HR-manager / it-рекрутер,https://hh.ru/vacancy/131268650?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Василеостровский",ООО Айти Ворлд,Опыт работы в рекрутменте от 6 месяцев (предпочтительно в,,
Менеджер по работе с действующими клиентами (IT / HoReCa),https://hh.ru/vacancy/131776266?query=it&hhtmFrom=vacancy_search_list,Москва,Опен Сервис,Тебе интересны,,
"Сетевой инженер [Облачные платформы, МТС Веб Сервисы]",https://hh.ru/vacancy/131138366?query=it&hhtmFrom=vacancy_search_list,Москва,"""МТС"", Работа в IT","Опыт работы сетевым инженером от 3-х лет Уверенное знание стека TCP/IP, понимание работы IP сетей и активного сетевого...",,
Менеджер по продажам IT-продуктов,https://hh.ru/vacancy/128235355?query=it&hhtmFrom=vacancy_search_list,"Пермь, р-н Ленинский",Компания Ф1,Опыт в продажах от 1 года (В2В будет преимуществом). Умение грамотно вести переговоры и убеждать. Грамотная письменная и...,,
Ведущий инженер по IT-инфраструктуре (Lead Infrastructure Engineer),https://hh.ru/vacancy/131773488?query=it&hhtmFrom=vacancy_search_list,"Сыктывкар, Советская улица, 8",ООО ИНСТИТУТ ДВИЖЕНИЯ,Умение разрабатывать и внедрять регламенты и стандарты в,,
"Менеджер по развитию клиентов (B2B, IT)",https://hh.ru/vacancy/131773269?query=it&hhtmFrom=vacancy_search_list,"Барнаул, р-н Октябрьский",Компания Ритейл Сервис,Опыт в B2B-аккаунтинге / сопровождении клиентов / продажах. Опыт работы с,,
"Менеджер по первичным продажам (IT, B2B)",https://hh.ru/vacancy/129333015?query=it&hhtmFrom=vacancy_search_list,Москва,Акелон,"Опыт проектных продаж с погружением в продукт. Успешная практика сложных продаж крупному бизнесу. Развитый кругозор, аналитические навыки, умение общаться с...",,
Менеджер по продажам IT (B2B) middle,https://hh.ru/vacancy/128176463?query=it&hhtmFrom=vacancy_search_list,"Симферополь, Киевская улица, 79",ООО Лаборатория Форт Крым,Умение работать с компьютером на уровне уверенного пользователя. Наличие опыта работы в продажах услуг или,,
Ведущий специалист IT поддержки логистических объектов,https://hh.ru/vacancy/131719266?query=it&hhtmFrom=vacancy_search_list,"Обь, Омский тракт, 15",ООО Почтовые финансы,"Образование: полное среднее, среднее-профессиональное. Знание функциональности продуктов линейки Microsoft. Знание принципов построения локальной сети, работы сетевого оборудования.",,
Менеджер по продажам IT (B2B) junior,https://hh.ru/vacancy/125060043?query=it&hhtmFrom=vacancy_search_list,"Симферополь, Киевская улица, 79",ООО Лаборатория Форт Крым,Грамотная речь. В течение рабочего дня предстоит общаться по телефону (40-55 звонков). Ответственность и внимательность в работе.,,
Автор курса по робототехнике в IT-колледже Maxitet,https://hh.ru/vacancy/131769438?query=it&hhtmFrom=vacancy_search_list,Москва,MAXIMUM,у тебя есть опыт работы по специальности в компании или на фрилансе от 2-х лет. - Опыт работы с робототехническими...,,
"Менеджер проектов (продажа IT оборудования, СКС, СХД, ПК, сетевое, серверное оборудование)",https://hh.ru/vacancy/131826191?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ТРИГИГА,"Наличие собственной клиентской базы является важным фактором, демонстрирующий эффективность и опыт. Опыт работы в продажах от 5-ти лет.",,
"Директор магазина (м. Парк Победы, Московская, Электросилы, Московские ворота)",https://hh.ru/vacancy/131978020?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Улыбка Радуги.IT,Любите и умеете общаться. Внимательны к людям и их проблемам. Знаете показатели эффективности магазина и умеете ими управлять.,,
Директор магазина (м. Электросила),https://hh.ru/vacancy/131977926?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Улыбка Радуги.IT,Любите и умеете общаться. Внимательны к людям и их проблемам. Знаете показатели эффективности магазина и умеете ими управлять.,,
Директор магазина (м. Электросила),https://hh.ru/vacancy/131977926?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Улыбка Радуги.IT,Любите и умеете общаться. Внимательны к людям и их проблемам. Знаете показатели эффективности магазина и умеете ими управлять.,,
Head of Sales B2B IT Europe,https://hh.ru/vacancy/130989522?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Сервер Молл,Experience: Minimum 5+ years of sales experience in the,,
Инженер по внедрению / Presale-инженер / Специалист по информационной безопасности,https://hh.ru/vacancy/131992868?query=it&hhtmFrom=vacancy_search_list,Москва,ITD Group (International IT-Distribution Group),"Опыт работы на проектах по внедрению систем. Понимание принципов работы сетей и основных сетевых протоколов (модель OSI, коммутация, маршрутизация).",,
Консультант 1С,https://hh.ru/vacancy/131988417?query=it&hhtmFrom=vacancy_search_list,"село Эстосадок, р-н Адлерский",«Роза Хутор» IT,"Опыт работы от 3 лет в следующих направлениях: ИТ-поддержка 1С, консультант 1С, аналитик на проектах внедрения.",,
Директор магазина,https://hh.ru/vacancy/131471784?query=it&hhtmFrom=vacancy_search_list,"Петергоф, р-н Петродворцовый",Улыбка Радуги.IT,Любите и умеете общаться. Внимательны к людям и их проблемам. Знаете показатели эффективности магазина и умеете ими управлять.,,
Менеджер B2B продаж (продажа услуг IT рекрутмента на русскоязычном рынке),https://hh.ru/vacancy/127881475?query=it&hhtmFrom=vacancy_search_list,Москва,Star-Staff,Желание развивать навыки продаж в сфере,,
Рекрутер/Recruiter (IT & Non-IT),https://hh.ru/vacancy/131590154?query=it&hhtmFrom=vacancy_search_list,Москва,Start Industries,Понимание логики подбора,,
"Менеджер по продажам IT-решений (JetBrains, Jira, AI)",https://hh.ru/vacancy/131762734?query=it&hhtmFrom=vacancy_search_list,"Алматы, улица Курчатова, 1Б",ТОО InformConsulting,Навыки переговоров и презентации решений на уровне бизнеса и,,
Менеджер по продажам в IT (без звонков),https://hh.ru/vacancy/130138251?query=it&hhtmFrom=vacancy_search_list,Казань,ООО Инновационные системы,Хотите получить опыт в,,
Rusça bilen IT kursları satış uzmanı aranıyor,https://hh.ru/vacancy/130934774?query=it&hhtmFrom=vacancy_search_list,Турция,ООО Байскилз,,,
IT Специалист по закрытию банковского дня (АБС)/ Кун очиб ёпиш учун IT мутахассиси,https://hh.ru/vacancy/131723233?query=it&hhtmFrom=vacancy_search_list,"Ташкент, проезд Янги Тошкент",АО Aloqabank,"Опыт работы в банке или финансовой организации будет плюсом, но не обязателен. Уверенный пользователь ПК. Грамотная устная и письменная речь...",,
Менеджер по продажам в IT-компанию (информационная безопасность),https://hh.ru/vacancy/129526966?query=it&hhtmFrom=vacancy_search_list,"Челябинск, р-н Калининский",Первый Бит,Опыт работы в B2B продажах от 1 года в сфере информационной безопасности. Умение выстраивать долгосрочные отношения с ключевыми...,,
Enterprise Agile Coach [MWS],https://hh.ru/vacancy/131985842?query=it&hhtmFrom=vacancy_search_list,Москва,"""МТС"", Работа в IT",Опыт работы в одной или нескольких ролях: Agile Coach / Delivery Manager / Scrum Master / Project Manager / Аналитик. Умение создавать дашборды в...,,
IOS-разработчик (Senior),https://hh.ru/vacancy/131981859?query=it&hhtmFrom=vacancy_search_list,Москва,АО Рольф. IT,"Изменить облик автобизнеса, создавая лучший клиентский опыт на уровне передовых отраслей экономики. Реагировать на disrupt не только со стороны традиционных...",,
"Главный менеджер проектов направления «Металлургия и горное дело, IT и Цифровизация»",https://hh.ru/vacancy/131811327?query=it&hhtmFrom=vacancy_search_list,"Мончегорск, Никелевое шоссе",Норникель,"Высшее (металлургия, горное дело, химическая технология.",,
Ведущий финансовый аналитик,https://hh.ru/vacancy/131983696?query=it&hhtmFrom=vacancy_search_list,Москва,БКС IT & Digital,"Высшее образование. Опыт работы с аналогичным функционалом 5 лет. Понимание структуры финансовой, управленческой, бухгалтерской, налоговой отчетности. Опыт работы в подразделениях...",,
"Senior frontend developer (МТС Веб Сервисы, Медиаподписка)",https://hh.ru/vacancy/131986089?query=it&hhtmFrom=vacancy_search_list,Москва,"""МТС"", Работа в IT","Отличные знания HTML,CSS,SCSS, JavaScript/TypeScript. Отличные знания Angular 16+, NodeJS, Express, Angular SSR. Опыт написания Unit тестов...",,
Руководитель направления грантовой поддержки,https://hh.ru/vacancy/131980982?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Тверской","""МТС"", Работа в IT",Знание бюджетного процесса (на уровне государства). Понимание профильного законодательства и нормативно-правовых актов. Владение нормами делопроизводства и документооборота.,,
Специалист службы технической поддержки в IT-компанию,https://hh.ru/vacancy/131744412?query=it&hhtmFrom=vacancy_search_list,"Уфа, р-н Советский",ООО СБИС | Центр Внедрения,Активная жизненная позиция и нацеленность на результат . Знание ПК на уровне уверенного пользователя. Увлечение программирование или системным администрированием.,,
Руководитель проектов IT в сфере digital signage (мультимедиа системы),https://hh.ru/vacancy/131788648?query=it&hhtmFrom=vacancy_search_list,Москва,Сервис Плюс,Опыт управления,,
Руководитель отдела продаж IT-продукта для селлеров на маркетплейсах,https://hh.ru/vacancy/131788093?query=it&hhtmFrom=vacancy_search_list,Москва,TONAVI,Опыт от 3 лет в B2B-продажах,,
Маркетолог IT,https://hh.ru/vacancy/131517957?query=it&hhtmFrom=vacancy_search_list,Казань,Emphasoft,"Опыт работы в маркетинге от 3 лет, в",,
Руководитель направления по оценке справедливой стоимости кредитов,https://hh.ru/vacancy/131274133?query=it&hhtmFrom=vacancy_search_list,Москва,Сбер. IT,Высшее образование по направлениям финансы / экономика / математика / физика /,,
Senior System Analyst [Bronevik],https://hh.ru/vacancy/131984929?query=it&hhtmFrom=vacancy_search_list,Москва,"""МТС"", Работа в IT","Опыт управления ожиданиями и коммуникациями со стейкхолдерами. Понимание жизненного цикла разработки ПО. Опыт написания документации (ТЗ, ПМИ, SRS, FSD и...",,
"Менеджер по продажам в IT компанию (без холодных звонков, без поиска клиентов)",https://hh.ru/vacancy/131515991?query=it&hhtmFrom=vacancy_search_list,"Уфа, р-н Кировский",ООО Класс - информационные технологии для бизнеса,У тебя грамотная устная и письменная речь. Есть желание обучаться и развиваться. Есть желание много зарабатывать. Опыт в продажах приветствуется...,,
IT Project Manager,https://hh.ru/vacancy/131625511?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",ООО Неватех,Опыт работы от 2 лет. Опыт использования гибких методов и подходов. Хорошие аналитические способности. Сильные коммуникативные навыки и способность работы...,,
Менеджер / Администратор в в детскую IT-школу,https://hh.ru/vacancy/131738871?query=it&hhtmFrom=vacancy_search_list,"Оренбург, р-н Промышленный",Progyx,"Профессиональный рост и опыт, который ценится на рынке. Высокий спрос и отсутствие конкурентов — мы уверенно растём. Мы известны высоким уровнем...",,
Менеджер по работе с клиентами (IT-LegalTech),https://hh.ru/vacancy/131443599?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Тахтапуль Дарвоза, 328",ООО HESAP,"Обучаем: Даже если нет опыта, мы сделаем из тебя профи в",,
