title,link,address,company,short_description,rich_description,salary
Администратор IT систем / SRE,https://hh.ru/vacancy/131961636?query=it&hhtmFrom=vacancy_search_list,Москва,Сбер. IT,Уверенные знания Linux. Опыт внедрения и сопровождения,,
Менеджер по продажам (IT),https://hh.ru/vacancy/131795193?query=it&hhtmFrom=vacancy_search_list,Москва,NVI Solutions LLC,Опыт работы в сфере продаж не менее 5 лет в ИТ компаниях (желательно AI). Опыт ведения переговоров с заказчиками разного...,,
Руководитель аналитического отдела IT,https://hh.ru/vacancy/131963988?query=it&hhtmFrom=vacancy_search_list,Москва,ГБУ Московское долголетие,"Опыт руководства аналитическими командами от 2-х лет. Опыт в BI-аналитике, проектирование дашбордов, работа с СУБД, понимание основополагающих принципов...",,
IT-специалист по ремонту компьютеров | Ассистент мастера по ремонту ПК,https://hh.ru/vacancy/131371880?query=it&hhtmFrom=vacancy_search_list,Москва,Апгрейд-Сервис,"Опыт работы приветствуется, но не обязателен! Особенно ценятся кандидаты с предыдущими местами работы в известных компаниях:",,
"Менеджер по продажам IT (B2B, B2G)",https://hh.ru/vacancy/131897130?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Цифровые технологии,"Готовность работать с документацией и расчетами. Ответственность, самостоятельность, ориентация на результат. Будет плюсом: опыт работы в",,
Менеджер IT-продукта,https://hh.ru/vacancy/131068735?query=it&hhtmFrom=vacancy_search_list,"Владивосток, проспект 100-летия Владивостока, 155к2",DNS Технологии,"Знание и опыт работы с методологиями моделирования и описания систем (UML, BPMN и др.), нотациями и инструментами. Умение писать SQL...",,
IT-рекрутер / HR Generalist,https://hh.ru/vacancy/131963569?query=it&hhtmFrom=vacancy_search_list,Ташкент,ООО НОВОЛАЗЕР,"Опыт в рекрутинге от 2 лет. — Наличие собственной базы кандидатов — обязательно. — Опыт работы с ATS-системами (Jobster, Huntflow, Excel продвинутый...",,
IT-Researcher | ИТ-Ресечер,https://hh.ru/vacancy/131676370?query=it&hhtmFrom=vacancy_search_list,"Омск, р-н Центральный",Effective,Техническое/,,
Инженер IT-инфраструктуры,https://hh.ru/vacancy/131493663?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Капрон,Опыт работы системным администратором или инженером,,
Руководитель отдела IT,https://hh.ru/vacancy/131940755?query=it&hhtmFrom=vacancy_search_list,Салехард,ГАУ ЯНАО Методологический центр Ямолод,Технологическая основа: - Опыт лидирования,,
Инженер IT Support,https://hh.ru/vacancy/131937836?query=it&hhtmFrom=vacancy_search_list,"Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Асака, 1-й проезд Дархан, 8A",UZUM TECHNOLOGIES. IT,"Сетевые основы — понимание TCP/IP, DNS, DHCP, Wi-Fi, первичная диагностика сетевых проблем. Системы заявок — опыт работы с Service Desk...",,
Начинающий специалист в IT,https://hh.ru/vacancy/131178743?query=it&hhtmFrom=vacancy_search_list,"Тула, р-н Советский",ООО Защищенные Телекоммуникации,...и письменную речь. Уверенно использует ПК для выполнения рабочих задач. Внимателен к деталям. Хочет расти и развиваться в,,
"Менеджер по продажам IT-решений (B2B, B2G)",https://hh.ru/vacancy/130556604?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Труено Групп,Опыт в B2B/B2G-продажах в сфере,,
Администратор проектов IT,https://hh.ru/vacancy/131939677?query=it&hhtmFrom=vacancy_search_list,Нижний Новгород,ООО Бинго-Софт,Опыт работы на аналогичной должности от 1 года. - Опыт работы с инструментами проектного управления. - Опыт успешной реализации проектов различного масштаба...,,
Менеджер по продажам IT,https://hh.ru/vacancy/131792938?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Серчбустер,...продаж,,
Менеджер по продажам (В2В )в IT компанию,https://hh.ru/vacancy/131686008?query=it&hhtmFrom=vacancy_search_list,"Ташкент, Юнусабадский район, массив Юнусабад, 12-й квартал, 20A",ООО UYSOT TEAM,Опыт работы в B2B‑продажах от 1 года. Умение убеждать и доводить сделки до результата. Отличное знание узбекского...,,
Руководитель договорного отдела (IT),https://hh.ru/vacancy/131961440?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ЦИФРА,Высшее юридическое образование. Стаж работы в аналогичной позиции не менее 3 лет. Опыт работы в ИТ компаниях обязателен.,,
Менеджер по продажам в B2B (Fintech / IT / SaaS) / Sales-manager,https://hh.ru/vacancy/131866340?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Центр Еком,2+ лет опыта B2B продаж c циклом сделки от 1 мес. (,,
Выездной IT специалист,https://hh.ru/vacancy/131322940?query=it&hhtmFrom=vacancy_search_list,Алматы,ТОО IT Support Group,"Опыт работы от 2 лет в системном администрировании. Уверенное владение Windows и Linux, знание сетевого оборудования. Умение работать в многозадачном...",,
IT sales manager,https://hh.ru/vacancy/131937572?query=it&hhtmFrom=vacancy_search_list,"Алматы, улица Зеина Шашкина, 24",ТОО SAPA Technologies,"Ответственность, системность, ориентация на результат. Будет преимуществом : Опыт продаж",,
Руководитель IT управления,https://hh.ru/vacancy/131596554?query=it&hhtmFrom=vacancy_search_list,Астана,АО Центр медицинских технологий и информационных систем,"Иметь высшее техническое образование, опыт работы в сфере ИТ и телекоммуникаций не менее 7 лет, в том числе не менее...",,
Менеджер по продаже недвижимости/Риелтор/брокер (IT-компания в сфере недвижимости),https://hh.ru/vacancy/130624624?query=it&hhtmFrom=vacancy_search_list,"Новосибирск, р-н Октябрьский",ТРЕНД НОВОСТРОЙКИ,,,
IT-менеджер,https://hh.ru/vacancy/131143200?query=it&hhtmFrom=vacancy_search_list,Москва,Sciencely,"Обязательно: Опыт от 1,5–2 лет в роли PM / PO /",,
Водитель экспедитор на автомобиль компании (ФОРД) категория B иномарка в IT Компанию,https://hh.ru/vacancy/131697964?query=it&hhtmFrom=vacancy_search_list,Москва,Найм персонал PRO,Pабoта на нoвых автомобилях(2024г.в) : Fоrd Тrаnsit или Atlаnt Sollеrs. Водительское удостоверение категории B. Опыт вождения по правам...,,
Специалист по тендерам (IT оборудование),https://hh.ru/vacancy/131680718?query=it&hhtmFrom=vacancy_search_list,Москва,NOC Technology,Опыт работы с коммерческими закупками (предпочтительно,,
Менеджер по работе с государственным сектором (B2G) / Senior Sales Manager (IT / CyberSecurity),https://hh.ru/vacancy/131383626?query=it&hhtmFrom=vacancy_search_list,"Астана, проспект Туран",ТОО Comman Dialog,Имеет подтвержденный опыт в B2B или B2G продажах (опыт в,,
Водитель на иномарку компании в IT-холдинг (Категории B),https://hh.ru/vacancy/131629243?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ГРУЗМАСТЕР,"Права категории B. Стаж от 1 года. Нормальное, аккуратное вождение.",,
IT Project Manager (Менеджер IT-проектов),https://hh.ru/vacancy/131934847?query=it&hhtmFrom=vacancy_search_list,"Алматы, улица Султанбека Ходжанова, 57/8",ТОО Marvel Kazakhstan,Опыт работы в,,
Менеджер по продажам IT,https://hh.ru/vacancy/131956786?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Никадел,"Что будешь делать ты: - Активной жизненной позиции, уверенности в себе! - Ответственности, обучаемости, исполнительности. - Грамотной устной и письменной речи, умения выявлять...",,
Менеджер по работе с ключевыми клиентами/КАМ в IT-компанию,https://hh.ru/vacancy/131849905?query=it&hhtmFrom=vacancy_search_list,"Казань, р-н Ново-Савиновский",ООО Информационные Бизнес Решения,Имеет опыт продаж в сегменте В2В -,,
Бизнес-аналитик в IT,https://hh.ru/vacancy/131787711?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Delaweb,Опыт работы бизнес-аналитиком в заказной разработке разных проектов в,,
Руководитель отдела IT-инфраструктуры,https://hh.ru/vacancy/131956799?query=it&hhtmFrom=vacancy_search_list,Москва,Крупная FMCG компания,"Высшее техническое образование. Опыт работы с конфигурациями 1С (УТ, УПП, Рарус) для управления розничными магазинами. Опыт работы в ИТ...",,
"Главный бухгалтер (IT-компания, резидент IT Park)",https://hh.ru/vacancy/131333976?query=it&hhtmFrom=vacancy_search_list,Ташкент,ООО TALENT LAB,"...и сдачи отчетности, уверенное владение 1С и Excel, внимательность, аккуратность, высокий уровень ответственности. Опыт работы в",,
Начинающий специалист (IT-компания),https://hh.ru/vacancy/131956286?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Крипто-Сервис,"Техническое образование или опыт в ИТ/ИБ сфере будет преимуществом (не обязательно, есть обучение). Военный билет или действующее приписное свидетельство...",,
Проджект менеджер / Руководитель проекта IT,https://hh.ru/vacancy/131966883?query=it&hhtmFrom=vacancy_search_list,Москва,СИНЕРГИЯ,Опыт управления креативными и,,
Бизнес / фуллстэк аналитик (IT),https://hh.ru/vacancy/131666408?query=it&hhtmFrom=vacancy_search_list,Новосибирск,NAN,"Коммерческий опыт в роли бизнес / системного / фуллстэк аналитика - от 3х лет. Опыт самостоятельного сбора и формализации требований заказчика, умение...",,
Менеджер по развитию корпоративных клиентов малого и среднего бизнеса (IT-услуги),https://hh.ru/vacancy/129406106?query=it&hhtmFrom=vacancy_search_list,"Владимир, р-н Ленинский",билайн: Бэк-офис,Успешный опыт работы в сфере продаж от 1 года. Умение выявлять потребности клиентов и предлагать оптимальные решения. Отличные навыки ведения...,,
Заместитель начальника IT отдела,https://hh.ru/vacancy/131954797?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,АО ЗАСЛОН,Высшее образование. Опыт работы по организации и управлению работы ИТ-подразделения. Комплексный подход и своевременная отчётность. Гибкость и умение найти...,,
Менеджер по продажам IT - решений,https://hh.ru/vacancy/131966468?query=it&hhtmFrom=vacancy_search_list,Москва,Первый Бит,Понимаешь как работают продажи. - Любишь вызовы - возражения клиентов только разжигают азарт.,,
Водитель на иномарку компании в IT-холдинг (Категории B),https://hh.ru/vacancy/131629076?query=it&hhtmFrom=vacancy_search_list,"Самара, р-н Красноглинский",ООО ГРУЗМАСТЕР,"Права категории B. Стаж от 1 года. Нормальное, аккуратное вождение.",,
Начальник отдела IT технологий,https://hh.ru/vacancy/131665972?query=it&hhtmFrom=vacancy_search_list,Москва,VITASPORT,Высшее образование. Опыт работы от 3 лет.,,
IT-инженер,https://hh.ru/vacancy/131926658?query=it&hhtmFrom=vacancy_search_list,Алматы,ТОО Bolashak Tamer Group,"Практический опыт работы от 3-х лет с сетевым оборудованием, серверной инфраструктурой, системами хранения данных и системами безопасности. -",,
Технический директор / IT департамент,https://hh.ru/vacancy/131783133?query=it&hhtmFrom=vacancy_search_list,"Бишкек, улица Насирдина Исанова, 105/3",ОсОО ОСМП,Среднее профессиональное или высшее техническое образование либо наличие одного из сертификатов: CISA / CISM / CISSP / ITIL / COBIT. Опыт работы в сфере...,,
Вожатый образовательного IT лагеря,https://hh.ru/vacancy/131953207?query=it&hhtmFrom=vacancy_search_list,"Краснодар, р-н Западный",Skyeng,Учишься или уже получил(а) образование (педагогика/психология — плюс). Любишь взаимодействие с детьми и умеешь их вовлекать. Спокойно реагируешь на...,,
Менеджер по продажам в IT (стажер) / Sales manager IT (trainee),https://hh.ru/vacancy/131357255?query=it&hhtmFrom=vacancy_search_list,Минск,ООО Атлас-Софт Диджитал,Рассматриваем кандидатов без опыта в,,
Менеджер по продажам в IT (стажер) / Sales manager IT (trainee),https://hh.ru/vacancy/131357255?query=it&hhtmFrom=vacancy_search_list,Минск,ООО Атлас-Софт Диджитал,Рассматриваем кандидатов без опыта в,,
Системный администратор/IT-специалист,https://hh.ru/vacancy/131951969?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО БалтФрут-Северная Столица,Знания по работе с ЭЦП. Требования: Опыт работы системным администратором от 3-х лет. Знание операционных систем Windows и Linux.,,
IT Аудитор,https://hh.ru/vacancy/131925069?query=it&hhtmFrom=vacancy_search_list,"Алматы, улица Ади Шарипова, 90",Kaspi.kz,"Опыт работы с администрированием операционных системам (Windows, Linux). Базовое понимание работы Active Directory. Базовое понимание работы реляционных БД (Oracle, MSSQL).",,
IT Директор,https://hh.ru/vacancy/131476864?query=it&hhtmFrom=vacancy_search_list,Москва,Drhead,Опыт работы,,
Ассистент руководителя IT-компании,https://hh.ru/vacancy/131951858?query=it&hhtmFrom=vacancy_search_list,"Чебоксары, улица Василия Алендея, 7",ООО Блэк Виар,"фиксировать задачи, напоминать по дедлайнам, дожимать мелкие хвосты до результата. — быстро разбирать входящие задачи от руководителя и превращать их в...",,
IT менеджер,https://hh.ru/vacancy/131923140?query=it&hhtmFrom=vacancy_search_list,"Астана, проспект Мангилик Ел, 35А",АО Dosjan temir joly,Опыт работы не менее 5 лет в сфере системного администрирования и,,
IT-специалист,https://hh.ru/vacancy/131791600?query=it&hhtmFrom=vacancy_search_list,"Владимир, р-н Октябрьский",ГКУ ВО ГОСЮРБЮРО,Базовые знания в области,,
Sotuv menejer IT akademyasiga,https://hh.ru/vacancy/131501825?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Муминова, 7/2",ООО IT TA`LIM BERISH MARKAZI USTUDY,"Кунига 70–100 та қўнғироқ қила оладиган. Мижознинг оғриғини аниқлаб, ""дожим"" (босим) билан сота оладиган. Камида 30%+ конверсия кўрсатган.",,
"IT Специалист по системному администрированию, корпоративной связи и автоматизации бизнес процессов",https://hh.ru/vacancy/131972812?query=it&hhtmFrom=vacancy_search_list,"Ярославль, р-н Дзержинский",ООО Консалтинговая Компания Беркана,Образование: высшее техническое или,,
IT менеджер (Администратор 1С),https://hh.ru/vacancy/131964771?query=it&hhtmFrom=vacancy_search_list,Химки,ООО ЕВРО ФУДС,"Высшее образование. Опыт от 3-х лет. Знание прикладных решений 1С. Аналитические способности, ответственность, внимательность.",,
Технический писатель в IT,https://hh.ru/vacancy/131416227?query=it&hhtmFrom=vacancy_search_list,Москва,ООО НПО СТАБАРМ,Понимание специфики и структуры проектной и эксплуатационной документации в сфере,,
Руководитель склада (IT-оборудование),https://hh.ru/vacancy/131950408?query=it&hhtmFrom=vacancy_search_list,Москва,Ateuco,Умение выстраивать порядок и системную работу склада. Контроль точности складского учета. Способность оптимизировать процессы и повышать скорость работы склада.,,
Аккаунт-менеджер (ИБ/IT),https://hh.ru/vacancy/131340587?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Айтуби,Высшее образование (желательно в сфере информационных технологий или экономики). Опыт работы аккаунт-менеджером или менеджером по продажам в сфере ИБ...,,
Водитель на иномарку компании в IT-холдинг (Категории B),https://hh.ru/vacancy/131628436?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ООО ГРУЗМАСТЕР,Права B. Стаж от 1 года.,,
Менеджер по продажам IT курсов,https://hh.ru/vacancy/131355865?query=it&hhtmFrom=vacancy_search_list,Минск,ООО Аи буст брейн,"Желание учиться и развиваться! Если уже есть опыт продаж — супер (Быстро станешь ТОПом), если нет — мы тебя всему научим.",,
IT специалист,https://hh.ru/vacancy/131132352?query=it&hhtmFrom=vacancy_search_list,"Мытищи, Силикатная улица, 19",ООО Фенсстрой,"Опыт работы в качестве системного администратора или сотрудника техподдержки. Опыт разработки или администрирования сайтов (Желательно). Системное мышление, умение абстрагировать и...",,
Специалист IT отдела (дежурный),https://hh.ru/vacancy/129208746?query=it&hhtmFrom=vacancy_search_list,"Конаев, Индустриальная улица, 9",ТОО АСТОРИЯ,Знание операционных систем Windows 7-10 на уровне Администрирования. Среднее техническое образование. Опыт работы в сфере,,
Менеджер по продажам IT,https://hh.ru/vacancy/131880115?query=it&hhtmFrom=vacancy_search_list,"Бишкек, улица Сагымбая манасчы, 106",ОсОО СмартБиз,...хочет развиваться в,,
Менеджер по продажам IT аустафф,https://hh.ru/vacancy/131963815?query=it&hhtmFrom=vacancy_search_list,"Тула, р-н Центральный",ООО ЕВАППС,Умение находить общий язык с людьми и желание развиваться в продажах. Грамотная устная и письменная речь. Опыт общения с клиентами...,,
Технический писатель в IT-компанию,https://hh.ru/vacancy/131677511?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Сорб групп,Опыт написания технической документации. Знание технического английского языка. Опыт работы в графических редакторах. Опыт работы в,,
IT Service Desk Specialist,https://hh.ru/vacancy/131337203?query=it&hhtmFrom=vacancy_search_list,"Алматы, улица Николая Чаплина, 71/66",ТОО MehKaz,ЗНАНИЕ АНГЛИЙСКОГО ЯЗЫКА - ОБЯЗАТЕЛЬНО! Отличный специалист службы поддержки,,
Юрисконсульт в IT-компанию,https://hh.ru/vacancy/131947977?query=it&hhtmFrom=vacancy_search_list,"Липецк, р-н Советский",ООО Сигнал,"Высшее юридическое образование. Опыт от 1 года до 3 лет — вы уже не студент, но ещё не закостенелый «согласующий».",,
Менеджер по инфраструктуре IT,https://hh.ru/vacancy/129468976?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Северное Бутово",ООО Саприм,"Опыт работы системным администратором от 4–5 лет. Уверенные и практические знания: Google Workspace. Active Directory, DNS, DHCP, GPO.",,
Менеджер по продажам в IT компанию,https://hh.ru/vacancy/130898599?query=it&hhtmFrom=vacancy_search_list,"Пенза, р-н Ленинский",ООО Smartway,"Что ты будешь делать: Живёшь цифрами и результатами, а не просто «отрабатываешь» время. Ответственен и самостоятельный — доводишь дела до конца...",,
Junior SAP специалист (IT),https://hh.ru/vacancy/131337412?query=it&hhtmFrom=vacancy_search_list,Минск,ООО АтлантКонсалт,Высшее образование (3-4 курс или выпускники технической/,,
Ведущий специалист /IT Специалист,https://hh.ru/vacancy/131947650?query=it&hhtmFrom=vacancy_search_list,"Истра, улица Панфилова, 46",АО МОСТРАНСАВТО,Опыт работы от 1 года. - Высшее или среднее профессиональное образование. - Знание устройства ПК.,,
IT-специалист,https://hh.ru/vacancy/131917252?query=it&hhtmFrom=vacancy_search_list,"Минусинск, Крекерная улица, 8",ООО МАГ Девелопмент,Опыт работы с пользователями разной степени подготовки. Базовые навыки диагностики неисправностей. Знание ОС Windows 10/11 на уровне администратора.,,
Системный администратор / IT-специалист,https://hh.ru/vacancy/131335916?query=it&hhtmFrom=vacancy_search_list,Москва,MARELLA,Опыт администрирования Windows и Active Directory. Понимание принципов работы сетевых протоколов. Навыки обслуживания офисной техники и ПК (блочный ремонт).,,
IT Инженер,https://hh.ru/vacancy/131469601?query=it&hhtmFrom=vacancy_search_list,город Аксай,ТОО QHSE-AKBARYS,Высшее профильное образование. Опыт работы мин 3г.,,
Менеджер по продажам IT оборудования,https://hh.ru/vacancy/131961907?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Леанар,"Опыт развития и ведения клиентской базы. Внимательность, грамотная речь и правописание. Опыт продаж в сфере",,
IT инженер,https://hh.ru/vacancy/131915083?query=it&hhtmFrom=vacancy_search_list,Ханты-Мансийский автономный округ — Югра,ЭйчарОсы,Среднее или высшее техническое образование. Знание Linux. Опыт в аналогичной сфере не менее 3 лет.,,
IT инженер,https://hh.ru/vacancy/131915084?query=it&hhtmFrom=vacancy_search_list,Ханты-Мансийский автономный округ — Югра,ЭйчарОсы,Среднее или высшее техническое образование. Знание Linux. Опыт в аналогичной сфере не менее 3 лет.,,
IT инженер,https://hh.ru/vacancy/131915085?query=it&hhtmFrom=vacancy_search_list,Ханты-Мансийский автономный округ — Югра,ЭйчарОсы,Среднее или высшее техническое образование. Знание Linux. Опыт в аналогичной сфере не менее 3 лет.,,
IT Рекрутер,https://hh.ru/vacancy/131914811?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Цифроматика,Грамотная устная и письменная речь. Базовое представление о специалистах сферы,,
B2b маркетолог по продукту/B2B Marketing Manager (IT / Corporate Clients),https://hh.ru/vacancy/131981167?query=it&hhtmFrom=vacancy_search_list,"Астана, улица Сыганак, 54/2",ЧК FDM Tech Ltd.,,,
Специалист отдела IT поддержки,https://hh.ru/vacancy/131943137?query=it&hhtmFrom=vacancy_search_list,Москва,METRO.Офис,Опыт работы в,,
IT-специалист,https://hh.ru/vacancy/131910272?query=it&hhtmFrom=vacancy_search_list,"Новый Уренгой, улица 26-го съезда КПСС, 13А",Ново-Уренгойский ЛО МВД России на транспорте,Базовые знания в области,,
IT Методолог,https://hh.ru/vacancy/131625937?query=it&hhtmFrom=vacancy_search_list,Москва,Т-Банк. Бизнес и процессы. Compliance,Опыт. Высшее техническое/экономическое/юридическое образование. Опыт работы в банковской сфере или ИТ не менее 2 (двух) лет по одному...,,
"IT-специалист (монтаж, Воронеж)",https://hh.ru/vacancy/131652310?query=it&hhtmFrom=vacancy_search_list,Воронеж,ИП Wildberries (Сергеева А. А.),"Знания устройства ПК. Знания устройства оргтехники. Знания принципов построения локальных сетей. Коммуникабельность, умение работать в команде. Оперативность в выполнении поставленных...",,
IT менеджер,https://hh.ru/vacancy/131221290?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Ростокино",Aston,"ИТ менеджер (Лидерская программа). Формула успеха: Прокачку всех ключевых навыков — от технических (SQL, аналитика) до управленческих. Наши требования к кандидату...",,
Менеджер web-технологий (IT),https://hh.ru/vacancy/130296759?query=it&hhtmFrom=vacancy_search_list,Москва,Prime Sport,Опыт управления web- проектами в,,
Юрист в сфере IT/IP (по интеллектуальной собственности),https://hh.ru/vacancy/131968442?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Dmitrenko Legal,"Законченное высшее юридическое образование. Опыт работы в сфере интеллектуальной собственности обязателен. Навыки ведения деловых переговоров, навыки выступлений в судах.",,
Account manager (IT / Fintech),https://hh.ru/vacancy/129590741?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Тверской",ООО «Баланс-Платформа»,Опыт В2В продаж,,
Менеджер в IT компанию,https://hh.ru/vacancy/131068447?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,М-СТАЙЛ,"ВЫСШЕЕ ОБРАЗОВАНИЕ. Наличие коммуникативных навыков, активность, нацеленность на результат. Позитивный настрой, грамотная речь и желание зарабатывать.",,
Продакт-менеджер / Бизнес-аналитик (IT),https://hh.ru/vacancy/131958850?query=it&hhtmFrom=vacancy_search_list,"Астана, улица Алихана Бокейхана, 2",ТОО Центр устойчивого развития столицы,"Желателен опыт работы продакт-менеджером, бизнес-аналитиком или project-менеджером в ИТ от 2 лет. -Понимание жизненного цикла разработки ПО. -",,
IT менеджер,https://hh.ru/vacancy/131906307?query=it&hhtmFrom=vacancy_search_list,Минск,Aston,"Студент не младше 3-го курса бакалавриата / специалитета, либо недавний выпускник вуза. Свободный диплом — отсутствие обязательства распределения после окончания вуза.",,
IT администратор,https://hh.ru/vacancy/123512665?query=it&hhtmFrom=vacancy_search_list,Москва,ООО АМИКОН,Опыт администрирования сети предприятия и сервисов на основе домена Linux / Windows на уровне эксперта. Опыт построения и поддержки сетей.,,
Менеджер IT проектов/IT Project Manager (направление HoReCa),https://hh.ru/vacancy/131938741?query=it&hhtmFrom=vacancy_search_list,"Екатеринбург, р-н Верх-Исетский",Шампурико,Релевантный опыт работы менеджером,,
"Редактор Telegram-канала по запуску IT-проектов / автор блогов на Habr, vc.ru",https://hh.ru/vacancy/131435731?query=it&hhtmFrom=vacancy_search_list,Москва,Captain Lab,базовое понимание архитектуры,,
IT-рекрутер,https://hh.ru/vacancy/131903020?query=it&hhtmFrom=vacancy_search_list,"Пенза, р-н Ленинский",АО ИнфоТеКС,Опыт ведения полного цикла подбора персонала (,,
IT-рекрутер,https://hh.ru/vacancy/131903020?query=it&hhtmFrom=vacancy_search_list,"Пенза, р-н Ленинский",АО ИнфоТеКС,Опыт ведения полного цикла подбора персонала (,,
Менеджер по продажам IT услуг,https://hh.ru/vacancy/131773539?query=it&hhtmFrom=vacancy_search_list,"Казань, р-н Вахитовский",ООО Про-Ресурс,Опыт в В2В-продажах от 3 лет. Опыт продаж,,
"Менеджер по закупкам ( IT-оборудование, комплектующие)",https://hh.ru/vacancy/131966493?query=it&hhtmFrom=vacancy_search_list,Москва,Softline,Опыт работы в закупках электронной компонентной базы / радиоэлектроники /,,
Менеджер по продажам (IT),https://hh.ru/vacancy/129582998?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,М-СТАЙЛ,"Высшее образование (законченное или в процессе получения ). Если ты ещё студент – главное, чтобы мог работать полный день в офисе.",,
"Менеджер по продажам Saas решения (В2В, IT продукт, со знанием англ.языка)",https://hh.ru/vacancy/131853045?query=it&hhtmFrom=vacancy_search_list,Москва,xHuman Sales,Имеет опыт B2B-продаж через Zoom от 2 лет.,,
Руководитель филиала (управляющий) детской IT-школы,https://hh.ru/vacancy/131357702?query=it&hhtmFrom=vacancy_search_list,"Александров, улица Свердлова, 34",ИП Модов Сергей Александрович,"Опыт управления: от 1 года в роли управляющего, директора или руководителя отдела (желательно в сфере услуг, образования или ритейла).",,
Учитель дизайна в it колледж,https://hh.ru/vacancy/131668987?query=it&hhtmFrom=vacancy_search_list,"Лыткарино, улица Ленина, 19",Компьютерная академия TOP (Компьютерная Академия ТОП),"Отсутствие буллинга. Не принимаем детей, склонных к агрессии.",,
Руководитель отдела IT-инфраструктуры (эксплуатация сети),https://hh.ru/vacancy/131128468?query=it&hhtmFrom=vacancy_search_list,"Калининград, р-н Центральный",Пивной двор,Опыт управления,,
Менеджер по работе с ключевыми клиентами / Key Account Manager B2B IT,https://hh.ru/vacancy/131188898?query=it&hhtmFrom=vacancy_search_list,Москва,ПОТОК,Опыт работы в,,
Куратор проекта в IT-компанию,https://hh.ru/vacancy/131956100?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Системы документооборота,,,
Архитектор IT,https://hh.ru/vacancy/130832311?query=it&hhtmFrom=vacancy_search_list,Москва,"ПАО ВТБ, Розничный бизнес","Высшее образование. Опыт работы от 7-ми лет в ИТ-блоке, системной интеграции или управлении проектами в банке/ финтехе (обязательно...",,
Менеджер по продажам IT-услуг (web-разработка),https://hh.ru/vacancy/131967862?query=it&hhtmFrom=vacancy_search_list,Москва,Инсайн,Опыт продаж в,,
IT Security Manager (BMW Financial Services),https://hh.ru/vacancy/128127910?query=it&hhtmFrom=vacancy_search_list,Moscow,BMW,At least 10 years overall,,
Менеджер по продажам IT-продуктов,https://hh.ru/vacancy/131953684?query=it&hhtmFrom=vacancy_search_list,"Тюмень, р-н Ленинский",ООО Такском,"Опыт работы в продажах (консультирование по телефону) желателен, но не обязателен. Готовность учиться и развиваться в продажах. Грамотная письменная и...",,
Head of IT Department,https://hh.ru/vacancy/131488316?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Мовароуннахр, 1",New Uzbekistan University,Experience: Minimum 7–10 years of progressive experience in,,
Менеджер по продажам IT франшизы,https://hh.ru/vacancy/131953882?query=it&hhtmFrom=vacancy_search_list,Самара,Франчайзинг5,С Активной жизненной позиции. Амбициозного с желанием финансового роста. Опыт в телефонных продажах от 3х месяцев. С кем ты...,,
Системный администратор (IT-специалист),https://hh.ru/vacancy/126339667?query=it&hhtmFrom=vacancy_search_list,"Ижевск, р-н Ленинский",ООО Финансовая группа ВЭЛМО,Средне-специальное (техническое). Опыт работы от 1 года.,,
IT Intern in Strategy Department,https://hh.ru/vacancy/131191925?query=it&hhtmFrom=vacancy_search_list,"Алматы, проспект Аль-Фараби, 5к2А",ТОО KT&G GLOBAL KAZAKHSTAN (КЕЙ-ТИ-ЭНД-ДЖИ ГЛОБАЛ КАЗАХСТАН),"Hard & Soft Skills: Basic knowledge of process automation systems (Microsoft Power Automate, Power Apps, Power BI — preferred); Understanding of low...",,
Старший менеджер по закупкам IT,https://hh.ru/vacancy/131952714?query=it&hhtmFrom=vacancy_search_list,Москва,X5 Tech,Знание специфики некоммерческих закупок. Знание рынка технологических закупок. Знание продуктов и особенностей работы с крупными поставщиками оборудования / ПО / услуг.,,
IT специалист (в офис),https://hh.ru/vacancy/131488145?query=it&hhtmFrom=vacancy_search_list,"Караганда, улица Нарманбета Толепова, 3/1",ТОО Казфитингпласт,"Коммуникабельность: важно быть на связи и уметь объяснять ""по-человечески"", а не только профессиональным",,
