title,hh_link,address,company,short_description,experience,salary
Менеджер по продажам IT-решений для enterprise,https://hh.ru/vacancy/131704256?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО WaveAccess,"Локация: Санкт-Петербург или Москва. Опыт работы в техническом менеджменте: архитектор, главный инженер, начальник отдела автоматизации, руководитель проекта внедрения.",Опыт более 6 лет,
Project Manager (IT) / Head of project,https://hh.ru/vacancy/129802474?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ALLIO,Опыт управления,Опыт 3-6 лет,
Личный водитель/семейный помощник,https://hh.ru/vacancy/131229136?query=it&hhtmFrom=vacancy_search_list,деревня Вартемяги,IT-Доминанта,"Водительский стаж от 6 лет. Опыт работы семейным/персональным ВОДИТЕЛЕМ. Отличное знание Санкт-Петербурга и области. Уверенный, безопасный стиль вождения.",Опыт более 6 лет,"от 100 000 ₽ за месяц, до вычета налогов"
Координатор IT-задач,https://hh.ru/vacancy/131553003?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Интерлизинг,"Опыт работы на аналогичной позиции будет вашим преимуществом. Высокий уровень коммуникации, умение работать в команде. Умение работать в режиме многозадачности...",Опыт 1-3 года,
Шофер в IT-сервис на автомобиле компании (легкие посылки и документы),https://hh.ru/vacancy/131769055?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Выборгский",ИП Кондратьева Наталья Михайловна,Права «B». Смартфон (андроид или айфон). Желание зарабатывать.,Без опыта,"до 301 000 ₽ за месяц, на руки"
IT Compliance Support Specialist,https://hh.ru/vacancy/130981002?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Evercode Lab,Опыт в поддержке от полугода. Английский язык на уровне B2 и выше - вся коммуникация на иностранном языке.,Опыт 1-3 года,
Бухгалтер в IT компанию,https://hh.ru/vacancy/131626430?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Moby-Tech,"Опыт работы с сервисами управленческого учёта (Финолог / аналоги) или готовность быстро в них разобраться. Понимание управленческого учёта: ДДС, P&L...",Опыт 3-6 лет,"от 100 000 ₽ за месяц, на руки"
Начинающий юрист / Юрист-международник в IT (junior/junior+),https://hh.ru/vacancy/131509857?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Evercode Lab,"Коммуникабельность, ответственность и внимательность к деталям. Будет плюсом: Опыт работы с",Опыт 1-3 года,
Офис-менеджер (IT компания),https://hh.ru/vacancy/131041317?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Клевер Солюшнс,"...делопроизводства, деловой переписки и этикета. Положительное отношение к многозадачности и проявление инициативы. Понимание бухгалтерского учета. Опыт работы в",Опыт 1-3 года,
Product Manager IT (SaaS) / Менеджер Продукта в ИТ,https://hh.ru/vacancy/131714843?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Лидсфлоу,Опыт в B2B SaaS продукте. Опыт в продажах,Опыт 1-3 года,"от 100 000 ₽ за месяц, на руки"
Руководитель отдела маркетинга IT,https://hh.ru/vacancy/131604733?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,CSBI,Опыт работы: не менее 5 лет в области маркетинга в,Опыт более 6 лет,
Главный специалист по административным вопросам IT-подразделения (с функциями ОТИЗ),https://hh.ru/vacancy/130899431?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Холдинг ТИТАН2,"Образования высшее (юридическое, финансовое, экономическое). Опыт работы в сфере финансов, знание основ бухгалтерского учета, счетов-фактур, актов сверок.",Опыт 3-6 лет,
Менеджер продаж проектов по информационной безопасности,https://hh.ru/vacancy/131625173?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,IT Полюс,"Высшее образование, желательно в сфере информационной безопасности или любой",Опыт 1-3 года,
IT Business Development Manager (Middle),https://hh.ru/vacancy/130439289?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Evercode Lab,Опыт в продажах от 2-х лет в,Опыт 1-3 года,
"Менеджер по продажам IT услуг, b2b (теплые клиенты)",https://hh.ru/vacancy/129723031?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,MPSTATS,"Опыт продаж сложных услуг (консалтинг,",Опыт более 6 лет,
Менеджер IT проектов,https://hh.ru/vacancy/131506865?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Леон,Опыт работы в качестве менеджера проектов (PM) в,Опыт более 6 лет,
Специалист по энергоснабжению,https://hh.ru/vacancy/131679809?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,IT-Доминанта,"Высшее образование (энергетическое, техническое или юридическое). Опыт работы в сфере энергоснабжения / технологического присоединения от 1 года. Знание нормативной базы (ПП...",Опыт 1-3 года,
Ведущий IT-инженер / IT Lead/Ведущий системный администратор,https://hh.ru/vacancy/127376235?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО РОСГАЗ,"Опыт: От 5 лет в роли старшего системного администратора, сетевого инженера или",Опыт 3-6 лет,"150 000 – 180 000 ₽ за месяц, на руки"
Менеджер по внедрению IT-решения (Onboarding Manager),https://hh.ru/vacancy/129194242?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ALLIO,умеет объяснять сложные вещи простым языком. — легко выстраивает контакт с людьми.,Опыт 1-3 года,"от 120 000 ₽ за месяц, на руки"
IT-специалист,https://hh.ru/vacancy/131408543?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Talent Capital,"Опыт в технической поддержке пользователей от 6 месяцев. Понимание принципов работы веб-инфраструктуры: ссылки, редиректы, домены. Опыт работы с трекерами...",Без опыта,"60 000 ₽ за месяц, на руки"
"Директор магазина (м. Парк Победы, Московская, Электросилы, Московские ворота)",https://hh.ru/vacancy/131978020?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Улыбка Радуги.IT,Любите и умеете общаться. Внимательны к людям и их проблемам. Знаете показатели эффективности магазина и умеете ими управлять.,Без опыта,"86 200 – 103 000 ₽ за месяц, до вычета налогов"
Директор магазина (м. Электросила),https://hh.ru/vacancy/131977926?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Улыбка Радуги.IT,Любите и умеете общаться. Внимательны к людям и их проблемам. Знаете показатели эффективности магазина и умеете ими управлять.,Без опыта,"от 80 500 ₽ за месяц, до вычета налогов"
Директор магазина,https://hh.ru/vacancy/131471784?query=it&hhtmFrom=vacancy_search_list,"Петергоф, р-н Петродворцовый",Улыбка Радуги.IT,Любите и умеете общаться. Внимательны к людям и их проблемам. Знаете показатели эффективности магазина и умеете ими управлять.,Без опыта,"от 75 000 ₽ за месяц, до вычета налогов"
Менеджер в IT компанию,https://hh.ru/vacancy/131577406?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,NorthCode,Понимание,Опыт 1-3 года,"от 70 000 ₽ за месяц, на руки"
Full-stack аналитик (AI/LLM),https://hh.ru/vacancy/131961289?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Napoleon IT,Опыт работы фуллстек-аналитиком / системным аналитиком / пресейл-инженером в заказной разработке или интеграторе: от 4 лет (Middle+) / от 5 лет...,Опыт более 6 лет,
Инженер по тестированию (AI/LLM),https://hh.ru/vacancy/131218200?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Napoleon IT,"Опыт ручного тестирования веб-приложений от 2 лет. - Понимание принципов работы LLM (промпты, токены, температура, контекстное окно). - Опыт или сильный...",Опыт 1-3 года,
IT Менеджер в сеть отелей Cosmos Hotel Group,https://hh.ru/vacancy/130880777?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Cosmos Hotel Group,"Высшее образование. Опыт работы на аналогичных должностях (управление ИТ, управление тех. поддержки). Знание ОС, ЛВС, серверного и рабочего оборудования, стандартов...",Опыт 3-6 лет,
Главный бухгалтер группы компаний / Финансовый директор (HoReCa + IT),https://hh.ru/vacancy/131213022?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Премьер Консалт,"Практика в роли финансового директора / финансового менеджера. - Опыт работы с несколькими юрлицами или холдинговой структурой. - Глубокое понимание бухгалтерского, налогового и...",Опыт более 6 лет,
Менеджер по продажам IT-оборудования,https://hh.ru/vacancy/131619731?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Galt Systems,"Опыт в продажах серверного/ сетевого оборудования ОБЯЗАТЕЛЕН (пожалуйста обратите внимание на данный пункт, вакансия предусматривает самостоятельный подбор оборудования, при помощи...",Опыт 1-3 года,"90 000 – 150 000 ₽ за месяц, на руки"
Менеджер по продажам IT-решений (B2B),https://hh.ru/vacancy/131588307?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ALLIO,опыт B2B-продаж от 1 года. — опыт продаж,Опыт 1-3 года,
Менеджер по продажам IT-услуг,https://hh.ru/vacancy/131317403?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Клевер Солюшнс,Наличие профильного,Опыт 1-3 года,
"Business Development manager (IT, fintech, B2B)",https://hh.ru/vacancy/130974300?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Московский",АпТрейдер (UpTrader),Опыт продаж в сферах fintech или,Опыт 1-3 года,
Начинающий менеджер по работе с действующими клиентами IT,https://hh.ru/vacancy/131662232?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Первый Бит,Опыт в B2B продажах. Опыт телефонных переговоров. Хорошая устная и письменная речь. Готовность учиться и развиваться.,Опыт 1-3 года,
Аналитик ПАРУС,https://hh.ru/vacancy/131342075?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,IT Полюс,"Высшее образование (предпочтительно ""прикладная информатика в экономике"" или ""бухгалтерский учет, анализ и аудит""). Умение самостоятельно находить информацию. Коммуникабельность. Грамотная речь.",Опыт 3-6 лет,"от 100 000 ₽ за месяц, на руки"
"Младший менеджер по продажам (B2B, IT)",https://hh.ru/vacancy/131663297?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,НаПоправку,Интерес к работе с клиентами и желание развиваться в продажах. Готовность работать с холодными звонками. Гибкость и адаптивность в общении...,Без опыта,
Аналитик ПАРУС,https://hh.ru/vacancy/131342075?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,IT Полюс,"Высшее образование (предпочтительно ""прикладная информатика в экономике"" или ""бухгалтерский учет, анализ и аудит""). Умение самостоятельно находить информацию. Коммуникабельность. Грамотная речь.",Опыт 3-6 лет,"от 100 000 ₽ за месяц, на руки"
"Младший менеджер по продажам (B2B, IT)",https://hh.ru/vacancy/131663297?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,НаПоправку,Интерес к работе с клиентами и желание развиваться в продажах. Готовность работать с холодными звонками. Гибкость и адаптивность в общении...,Без опыта,
IT-рекрутер,https://hh.ru/vacancy/131355118?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Sofuji,Опыт работы в,Опыт 1-3 года,"от 60 000 ₽ за услугу, на руки"
Ведущий бизнес-аналитик (IT),https://hh.ru/vacancy/130393834?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,"""ГК АБЗ-1"", Эксперты и руководители","Наличие опыта работы на позициях ведущего бизнес-аналитика, корпоративного архитектора, руководителя проектов бизнес-анализа. Опыт руководящей работы будет Вашим преимуществом.",Опыт 3-6 лет,
IT менеджер (Лидерская программа),https://hh.ru/vacancy/131535591?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Aston,"ИТ менеджер (Лидерская программа). Формула успеха: Прокачку всех ключевых навыков — от технических (SQL, аналитика) до управленческих. Наши требования к кандидату...",Без опыта,
Руководитель отдела IT-инфраструктуры,https://hh.ru/vacancy/131521182?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Аккредитованная IT-компания,"10+ лет в инфраструктуре, обязательно - 3+ года — в роли руководителя. ОБЯЗАТЕЛЬНАЯ готовность работать руками, если вы ищете только...",Опыт 3-6 лет,"280 000 – 350 000 ₽ за месяц, на руки"
IT-рекрутер (холодный поиск),https://hh.ru/vacancy/131508091?query=it&hhtmFrom=vacancy_search_list,"Пермь, р-н Свердловский",Eclipse Digital,Опыт в,Опыт 3-6 лет,
IT-архитектор,https://hh.ru/vacancy/129631149?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,LEGENDA,"Опыт работы от 5 лет в роли архитектора, ведущего инженера или технического руководителя, ответственного за целостность",Опыт более 6 лет,"от 450 000 ₽ за месяц, до вычета налогов"
Руководитель проектов,https://hh.ru/vacancy/131989172?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Melon Fashion Group. IT,"Наличие опыта внедрения ERP в крупных компаниях от 1000 человек. Наличие опыта реализации проектов разработки ПО, внедрение программно-аппаратных комплексов.",Опыт 3-6 лет,
Администратор салона красоты,https://hh.ru/vacancy/131519696?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,It's beauty,Мечтаем найти бога продаж или хотя бы просто очень сильного продажника :). Человека для которого также как и для нас важен...,Опыт 1-3 года,
"Менеджер по продажам B2B, B2G (IT-оборудование)",https://hh.ru/vacancy/131674926?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Бест Инжиниринг,Опыт работы в,Опыт 1-3 года,
Инженер 2-й линии технической поддержки,https://hh.ru/vacancy/131987408?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Melon Fashion Group. IT,Опыт работы с ОС Windows на уровне администратора. Понимание ролей и функционала Active Directory. Знание основ компьютерных сетей TCP/IP...,Опыт 1-3 года,
"Менеджер по продажам (IT продукт, входящие обращения)",https://hh.ru/vacancy/130901047?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО НОВОСИСТЕМ,Опыт работы в продажах от года (опыт продаж,Опыт 1-3 года,"110 000 – 150 000 ₽ за месяц, до вычета налогов"
"Менеджер по продажам (IT, B2B, SMB)",https://hh.ru/vacancy/131101544?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Доксинбокс,"У тебя есть опыт B2B-продаж от 6 месяцев с измеримыми результатами. Коммуникация — твоя сильная сторона, умеешь выстраивать...",Опыт 1-3 года,
Начинающий специалист (IT) / 2 уровень технической поддержки,https://hh.ru/vacancy/131614651?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Evercode Lab,Готовность быстро осваивать продукт и постоянно учиться новому. Желание развиваться в,Без опыта,
Практикант IT CaseWriter (Практика по написанию IT-кейсов и заданий),https://hh.ru/vacancy/131503498?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Changellenge,"Интерес к работе в ИТ. Интерес к тому, как технологии применяются в разных сферах, и желание разбираться в бизнес-процессах.",Опыт 1-3 года,
Junior+ QA Automation (Java) инженер,https://hh.ru/vacancy/131954211?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Сбер. IT,"Понимание принципов тестирования, знание теории, опыт проведения тестирования, в том числе автоматизированного тестирования. Опыт автоматизации Back-end, API.",Опыт 1-3 года,
"Head of Sales (IT, B2B)",https://hh.ru/vacancy/130429659?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ALLIO,Обязательные требования (must have): Опыт системных B2B-продаж в,Опыт 3-6 лет,
Стажер в IT-компанию (Отдел продаж),https://hh.ru/vacancy/129323332?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,"Assino, Группа компаний",В т.ч. Студент (ка) экономического/коммерческого/ит направления. Интерес к,Без опыта,"от 30 000 ₽ за месяц, на руки"
Менеджер проекта в IT-стартап,https://hh.ru/vacancy/131483955?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,DEELS,Требования Желание развиваться и учиться. Амбициозность и инициативность. Навыки коммуникации и лидерства. Готовность работать в динамичной среде. Опыт работы не...,Опыт 1-3 года,"до 85 000 ₽ за месяц, на руки"
Руководитель IT проекта,https://hh.ru/vacancy/130154899?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",ПАО «Газпром нефть» ИТ,Опыт реализации,Опыт 3-6 лет,
Младший менеджер IT,https://hh.ru/vacancy/130498216?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,"Астория, гостиничный комплекс","Высшее, техническое образование в области информационных технологий. Не менее 1 года на должности в аналогичной сфере, не менее 1 года...",Опыт 1-3 года,
Продавец - кассир ( Юнтолово),https://hh.ru/vacancy/131824634?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Приморский","ООО Бристоль, сеть магазинов, Работа в IT-сфере",Готовые общаться с покупателями. Желающие учиться и нацеленные на результат. Внимательные и доброжелательные.,Без опыта,
IT-Директор / CIO (Лидер цифровой трансформации и AI),https://hh.ru/vacancy/131071052?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО РОСГАЗ,Глубокое знание современных технологий и инструментов управления,Опыт более 6 лет,
Менеджер по продажам в it-компанию,https://hh.ru/vacancy/129943313?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО СБИС | Центр Внедрения,Активная жизненная позиция и нацеленность на результат . Желание профессионально развиваться - работать и зарабатывать. Научиться монетизировать свое время. Коммуникабельность и грамотная...,Без опыта,
"Ведущий менеджер по продажам (B2B, IT, SaaS, Digital Health)",https://hh.ru/vacancy/130844122?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",ONDOC,Имеете высокий уровень технической грамотности и понимания,Опыт более 6 лет,
"Менеджер по запуску проектов (SaaS, B2B, IT, Digital Health)",https://hh.ru/vacancy/131632244?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",ONDOC,...х лет (в,Опыт более 6 лет,"120 000 – 150 000 ₽ за месяц, на руки"
Ведущий менеджер по продажам IT - проектов (Медицина),https://hh.ru/vacancy/130448612?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Первый Бит,Опыт в B2B-продажах от 2-х лет. Умение выстраивать диалог с клиентом. Желание развиваться и зарабатывать в...,Опыт 1-3 года,"от 100 000 ₽ за месяц, до вычета налогов"
Начинающий специалист по внутренним коммуникациям и HR-бренду,https://hh.ru/vacancy/131920824?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Napoleon IT,"Учащийся последнего курса или выпускник (HR, маркетинг, PR, менеджмент или смежные направления). Можно без опыта или с опытом до 1...",Без опыта,
Проектный менеджер отдела координации (non-IT),https://hh.ru/vacancy/131088649?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Ventra,"Опыт управления проектами/процессами от 1 года (в КЦ, саппорте, продажах, или смежной сфере). Понимание операционных метрик: SLA, FR, и...",Опыт 1-3 года,
Менеджер по продажам (IT),https://hh.ru/vacancy/131381263?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО КРАФТТЕК,...проектов поставки,Опыт 1-3 года,
Менеджер по продажам IT,https://hh.ru/vacancy/130517639?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ITG Corporation,Умение и желание учиться. Способность быстро и четко выражать свои мысли. Широкий кругозор в,Опыт 1-3 года,
Специалист технической поддержки (IT),https://hh.ru/vacancy/131371566?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ИндигоСофт,"Имеет опыт в поддержке пользователей, координации или администрировании",Без опыта,"57 000 – 77 000 ₽ за месяц, до вычета налогов"
Хостес / офис-менеджер в IT компанию,https://hh.ru/vacancy/131463436?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Дэстэн Партнерс,"Вежливы и доброжелательны. Ответственны и внимательны к деталям. Опыт работы хостес, администратором или на ресепшене будет плюсом, но не обязателен.",Без опыта,"от 70 000 ₽ за месяц, на руки"
Специалист по закупкам (в сфере IT),https://hh.ru/vacancy/131453975?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,СПб ГКУ Управление информационных технологий и связи,"Высшее образование не ниже уровня ""Бакалавриат"". Наличие дополнительного профессионального образования – повышения квалификации или программы профессиональной переподготовки в сфере закупок.",Опыт 1-3 года,
"Менеджер по привлечению клиентов (B2B, IT, HoReCa)",https://hh.ru/vacancy/130998609?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Опен Сервис,Опыт B2B-продаж и переговоров — даст отличную базу для быстрого старта! Ты когда-то работал(а) в ресторане...,Опыт 1-3 года,"125 000 – 200 000 ₽ за месяц, на руки"
Старший менеджер по продажам в IT-экосистему,https://hh.ru/vacancy/131506054?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Воксис. Кадровые Решения,"Опыт работы в продажах от 1 года в сегменте В2В. Знание этапов продаж, понимание основных метрик.",Опыт 1-3 года,"100 000 – 130 000 ₽ за месяц, на руки"
"Специалист по работе с проектами (в сфере АС, IT)",https://hh.ru/vacancy/131567146?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,СПб ГКУ Управление информационных технологий и связи,"Высшее образование (по направлениям ""Информатика и вычислительная техника"" / ""Прикладная информатика"", ""Информационные системы и технологии"", ""Программирование и интернет-технологии"", ""Программная инженерия...",Без опыта,
Хостес/Администратор в IT компанию,https://hh.ru/vacancy/131429281?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Дэстэн Партнерс,Рассматриваем кандидатов без опыта — всему обучим и поможем быстро влиться в работу. — Доброжелателен(а) и умеешь расположить к себе людей. —,Без опыта,
Менеджер по продажам IT решений,https://hh.ru/vacancy/131419854?query=it&hhtmFrom=vacancy_search_list,Москва,TAURUS,"Опыт работы в системной интеграции, у реселлеров или в дистрибуции — от 1,5 лет. Практические навыки самостоятельного ведения клиентов: умение...",Опыт 1-3 года,
"Директор магазина (м. Пр-кт Славы, Международная, Дунайская, Ломоносовская)",https://hh.ru/vacancy/131947324?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Улыбка Радуги.IT,Любите и умеете общаться. Внимательны к людям и их проблемам. Знаете показатели эффективности магазина и умеете ими управлять.,Без опыта,"от 75 000 ₽ за месяц, до вычета налогов"
Менеджер IT-проектов ГИС (Государственные информационные системы),https://hh.ru/vacancy/131475465?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ГКУ ЛО Оператор электронного правительства,"Высшее техническое/экономическое/юридическое образование. Высокий уровень грамотности. Усидчивость, внимательность, умение структурировать данные. Опыт участия в проектах по разработке/внедрению...",Опыт 1-3 года,"65 000 – 79 000 ₽ за месяц, на руки"
Специалист по обучению и развитию IT‑команды,https://hh.ru/vacancy/130594955?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Яндекс Крауд: Бэк-офис,"Работали в разработке от полугода, знаете Python, DataLens, JS для ChartEditor, разбираетесь в SQL и YQL, знание Groovy будет плюсом.",Опыт 1-3 года,
Data Analyst,https://hh.ru/vacancy/131944865?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Московский",Улыбка Радуги.IT,"Опыт работы от 3 лет. Свободное владение SQL, Python (numpy, pandas, sklearn)/R (библиотеки по работе с датафреймами).",Опыт 1-3 года,
Тренер образовательных программ по IT направлениям,https://hh.ru/vacancy/130598288?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Nexign (АО Нэксайн),Опыт преподавания и методической работы по,Опыт 3-6 лет,
Руководитель отдела продаж (IT для строительства),https://hh.ru/vacancy/131432881?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ИндигоСофт,"Имеет успешный опыт продаж и управления B2B/B2C-командой от 3 человек. Обладает лидерскими качествами, стратегически...",Опыт 1-3 года,"150 000 – 210 000 ₽ за месяц, до вычета налогов"
Менеджер по развитию партнёрской сети (IT),https://hh.ru/vacancy/131423869?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Holyweb,Опыт работы от 2–х лет в,Опыт 3-6 лет,
Инженер Центра управления сетью и сервисами,https://hh.ru/vacancy/130432137?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Триколор IT,Понимание принципов клиент–серверных систем. Интерес к работе с,Без опыта,
Финансовый бизнес-партнер (IT блок),https://hh.ru/vacancy/131342848?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Т-Банк. Бизнес и процессы. Финансы,Высшее экономическое или техническое образование. Аналитический склад ума. Развитые коммуникативные навыки. Способность транслировать финансовую информацию в смежные подразделения компании и...,Опыт 3-6 лет,
Финансовый бизнес-партнер (IT блок),https://hh.ru/vacancy/131342849?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Т-Банк. Бизнес и процессы. Финансы,Высшее экономическое или техническое образование. Аналитический склад ума. Развитые коммуникативные навыки. Способность транслировать финансовую информацию в смежные подразделения компании и...,Опыт 3-6 лет,
Финансовый бизнес-партнер (IT блок),https://hh.ru/vacancy/131342849?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Т-Банк. Бизнес и процессы. Финансы,Высшее экономическое или техническое образование. Аналитический склад ума. Развитые коммуникативные навыки. Способность транслировать финансовую информацию в смежные подразделения компании и...,Опыт 3-6 лет,
"PR-менеджер (B2B, IT)",https://hh.ru/vacancy/131409576?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,NAUKA,Обязательный опыт работы от 6 лет в B2B производственных/,Опыт более 6 лет,
Менеджер по продажам IT оборудования,https://hh.ru/vacancy/131305179?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Прайм Техник,Высшее или среднее техническое образование. Опыт холодных продаж обязателен. Опыт продаж,Опыт 3-6 лет,"от 150 000 ₽ за месяц, на руки"
QA Automation Engineer (Python),https://hh.ru/vacancy/131924318?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Сбер. IT,Опыт автоматизированного тестирования backend-решений на Python от года. Владение техниками тест-дизайна. Знания основ Python и опыт использования популярных...,Опыт 1-3 года,
Менеджер по работе с клиентами (IT),https://hh.ru/vacancy/131377435?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,КОРУС Консалтинг,Опыт работы в проектных В2В-продажах ИТ- решений или услуг для среднего и крупного бизнеса. Понимание особенностей длинного...,Опыт 1-3 года,
Экономист / Финансовый аналитик,https://hh.ru/vacancy/131885232?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Napoleon IT,"Владение Excel на уровне продвинутого пользователя (сложные формулы,сводные таблицы, обработка больших массивов данных). Опыт на аналогичной должности от 1...",Опыт 3-6 лет,
Менеджер по продажам IT-услуг (теплая база),https://hh.ru/vacancy/131430515?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО КомпасЛидера,"активного, коммуникабельного и нацеленного на результат человека. — кандидата с грамотной речью и уверенной подачей. — того, кто хочет учиться, развиваться в...",Опыт 1-3 года,"90 000 – 220 000 ₽ за месяц, до вычета налогов"
"Менеджер IT проектов (ВКС, NGN, UC)",https://hh.ru/vacancy/130557161?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,"Протей, НТЦ",Опыт эксплуатации систем ВКС и/или телефонии. Опыт работы с отечественными ОС и,Опыт 3-6 лет,
Хостес/Администратор в IT компанию,https://hh.ru/vacancy/131257452?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Дэстэн Партнерс,"Вежливы и доброжелательны. Ответственны и внимательны к деталям. Опыт работы хостес, администратором или на ресепшене будет плюсом, но не обязателен.",Без опыта,"от 70 000 ₽ за месяц, на руки"
Главный бухгалтер (IT- компания),https://hh.ru/vacancy/131207023?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Ньютон Технологии,Опыт работы на позиции Главного бухгалтера в аккредитованных ИТ-компаниях со статусом резидента Сколково более 3 лет будет существенным преимуществом...,Опыт 3-6 лет,
Менеджер по продажам IT-решений,https://hh.ru/vacancy/131248830?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ПАО «Газпром нефть» ИТ,Знание полного цикла B2B продаж в,Опыт 3-6 лет,
